COMID,CatAreaSqKm,WsAreaSqKm,CatPctFull,WsPctFull,BFICat,BFIWs
22106719,0.1215,1.3293,100.0,100.0,50.0,50.0
22106165,1.2582,1.2582,100.0,100.0,52.0,52.0
22104741,3.1734,31.7178,100.0,100.0,50.0,50.3899
22105449,2.133,2.133,100.0,100.0,52.0084,52.0084
22105061,7.5564,22.0617,100.0,100.0,49.5177,50.0397
22108625,0.0612,4.0644,100.0,100.0,50.0,50.0
22105619,1.7442,1.7442,100.0,100.0,52.193,52.193
22108677,0.9486,8.5212,100.0,100.0,50.0,50.0
22115455,0.0099,1.0782,100.0,100.0,51.7273,51.697
22107607,0.036,28850.4261,100.0,100.0,49.0,54.6571
22105437,0.9324,0.9324,100.0,100.0,51.9566,51.9566
22104929,0.1197,7.8804,100.0,100.0,49.0,49.6926
22106715,1.2411,1.2411,100.0,100.0,51.14,51.14
22104935,0.5841,8.0712,100.0,100.0,49.0,49.6762
22105691,1.1853,1.1853,100.0,100.0,52.0,52.0
22106369,2.9475,2.9475,100.0,100.0,52.0308,52.0308
22105493,3.5181,18.7839,100.0,100.0,52.0253,53.6063
22108863,2.3814,7.7472,100.0,100.0,50.0,50.0
22108727,10.1934,10.1934,100.0,100.0,50.0,50.0
22104891,0.4905,9.3168,100.0,100.0,49.0,49.5858
22105139,0.3195,1.0269,100.0,100.0,51.0,51.0
22105795,0.4959,3.8493,100.0,100.0,52.0,51.3612
22105055,0.6408,5.1417,100.0,100.0,49.0,49.0401
22108615,4.3155,8.3799,100.0,100.0,50.0,50.0
22108803,1.6551,8.8326,100.0,100.0,50.0,50.0
22105587,0.3834,5.2056,100.0,100.0,53.0,53.3122
22108399,0.207,32424.0228,100.0,100.0,50.0,54.3166
22106975,1.071,1.071,100.0,100.0,50.0,50.0
22109031,4.7862,4.7862,100.0,100.0,50.0,50.0
22104937,0.0045,7.4916,100.0,100.0,49.0,49.7285
22108839,3.3534,3.3534,100.0,100.0,51.2668,51.2668
22106297,3.5253,12.4389,100.0,100.0,51.9962,51.4905
22106163,3.1383,3.1383,100.0,100.0,52.0,52.0
22107391,0.0009,32364.882,100.0,100.0,50.0,54.3241
22107495,0.0099,29747.4858,100.0,100.0,49.0,54.4978
22108637,3.4245,7.6815,100.0,100.0,49.8221,49.9207
22105553,5.3415,5.3415,100.0,100.0,52.0863,52.0863
22108577,1.2609,1.2609,100.0,100.0,49.0,49.0
22106671,1.3266,11.7855,100.0,100.0,51.0,51.0
22104941,0.7533,7.0218,100.0,100.0,49.0,49.2452
22105195,2.5569,7.4655,100.0,100.0,50.0,50.1984
22107287,0.036,31420.4085,100.0,100.0,49.0,54.429
22108695,3.3012,3.3012,100.0,100.0,50.0,50.0
22108893,3.2346,3.2346,100.0,100.0,50.0812,50.0812
22108619,2.5038,2.5038,100.0,100.0,49.9831,49.9831
22104965,0.1314,29714.3784,100.0,100.0,49.0,54.5038
22106247,1.197,1.197,100.0,100.0,52.0,52.0
22108685,3.2697,6.7383,100.0,100.0,50.8525,51.2767
22105119,1.0341,4.8951,100.0,100.0,51.0,51.0474
22108965,6.5979,6.5979,100.0,100.0,51.1727,51.1727
22107469,0.0027,9.3195,100.0,100.0,49.0,49.5856
22105561,2.5416,15.0471,100.0,100.0,52.9851,53.9935
22108667,2.961,2.961,100.0,100.0,50.0,50.0
22109315,9.1017,9.1017,100.0,100.0,50.0,50.0
22105099,5.0859,5.0859,100.0,100.0,49.0,49.0
22104389,0.1755,32364.8811,100.0,100.0,50.0,54.3241
22105041,1.0323,5.9274,100.0,100.0,51.0,51.0392
22104723,2.7585,4.3614,100.0,100.0,50.9553,50.7676
22105173,1.9377,1.9377,100.0,100.0,51.1212,51.1212
22105425,2.4831,10.0485,100.0,100.0,52.5578,52.5209
22107421,0.0027,31687.2063,100.0,100.0,50.0,54.3933
22106109,1.6497,1.6497,100.0,100.0,50.0,50.0
22109327,1.1034,1.1034,100.0,100.0,50.0,50.0
22104947,2.7288,17.5797,100.0,100.0,50.0,50.5272
22106539,7.8705,7.8705,100.0,100.0,51.2365,51.2365
22105455,5.6619,5.6619,100.0,100.0,51.5769,51.5769
22108691,6.0093,6.0093,100.0,100.0,50.0915,50.0915
22108963,2.0538,10.0692,100.0,100.0,50.0,50.4707
22105953,3.231,3.231,100.0,100.0,50.0,50.0
22107557,0.0063,5.0922,100.0,100.0,49.0,49.0
22107547,0.0081,29714.247,100.0,100.0,49.0,54.5038
22106725,2.6226,2.6226,100.0,100.0,49.7663,49.7663
22107593,0.0594,1.6164,100.0,100.0,49.0,49.0
22107861,0.0018,2.2896,100.0,100.0,49.0,49.09
22110063,14.2677,14.2677,100.0,100.0,51.0,51.0
22107097,7.5654,7.5654,100.0,100.0,52.5088,52.5088
22105403,1.8675,1.8675,100.0,100.0,52.0,52.0
22109023,3.1257,3.1257,100.0,100.0,50.0,50.0
22105565,5.9319,5.9319,100.0,100.0,53.1582,53.1582
22106251,0.972,7.5699,100.0,100.0,52.0,51.2789
22109853,0.027,2.2113,100.0,100.0,50.1333,51.0757
22108735,1.4796,1.4796,100.0,100.0,51.0,51.0
22105315,4.2579,20.6712,100.0,100.0,52.0,51.8557
22105003,0.0846,81.7884,100.0,100.0,51.0,51.8124
22104991,0.5589,7.4871,100.0,100.0,49.5894,49.7289
22105133,3.3129,3.3129,100.0,100.0,50.6998,50.6998
22105243,1.9809,1.9809,100.0,100.0,49.8914,49.8914
22105649,3.3822,3.3822,100.0,100.0,52.6051,52.6051
22106127,1.3329,1.3329,100.0,100.0,52.0,52.0
22105213,3.1221,3.1221,100.0,100.0,49.5515,49.5515
22108829,2.3085,6.0876,100.0,100.0,50.9559,50.9833
22105995,0.711,6.1425,100.0,100.0,52.7924,52.3953
22105983,0.1908,0.1908,100.0,100.0,52.0,52.0
22105011,1.0521,4.7637,100.0,100.0,51.0,51.0
22105207,2.2878,2.2878,100.0,100.0,51.0323,51.0323
22105259,2.1294,2.1294,100.0,100.0,51.2815,51.2815
22104467,2.0016,69.2109,100.0,100.0,50.0,50.6572
22105521,0.6651,0.6651,100.0,100.0,50.0,50.0
22106133,4.6836,4.6836,100.0,100.0,52.3015,52.3015
22106619,1.6452,1.6452,100.0,100.0,51.2801,51.2801
22108937,6.2604,6.2604,100.0,100.0,50.6942,50.6942
22105023,1.7424,6.1083,100.0,100.0,49.0,49.2819
22107271,0.0045,31419.4851,100.0,100.0,49.0,54.4292
22108805,3.1068,3.1068,100.0,100.0,50.0,50.0
22104841,1.4976,7.9848,100.0,100.0,50.6725,50.8075
22109851,0.0765,2.1843,100.0,100.0,50.9059,51.0874
22104491,0.1026,31687.2036,100.0,100.0,50.0,54.3933
22105021,0.0738,29686.4478,100.0,100.0,49.0,54.5089
22105859,2.4147,2.4147,100.0,100.0,56.0149,56.0149
22104395,0.0882,31419.4806,100.0,100.0,49.0,54.4292
22108675,4.4883,4.4883,100.0,100.0,50.0,50.0
22107449,0.0072,5.4684,100.0,100.0,50.0,50.0207
22106977,2.3562,2.3562,100.0,100.0,50.0,50.0
22108737,3.2643,3.2643,100.0,100.0,50.0,50.0
22105081,1.5093,1.5093,100.0,100.0,49.5265,49.5265
22108881,0.0108,21.6783,100.0,100.0,50.0,50.0
22105555,2.0754,2.0754,100.0,100.0,52.0,52.0
22106461,2.3499,2.3499,100.0,100.0,51.0,51.0
22107075,5.5161,5.5161,100.0,100.0,51.4079,51.4079
22106485,2.3256,2.3256,100.0,100.0,52.0,52.0
22107837,0.7515,0.7515,100.0,100.0,49.4192,49.4192
22109049,3.2796,3.2796,100.0,100.0,49.4929,49.4929
22109057,10.0215,10.0215,100.0,100.0,49.6858,49.6858
22108765,3.4236,3.4236,100.0,100.0,50.0,50.0
22108849,2.3967,2.3967,100.0,100.0,51.0,51.0
22105519,4.0131,4.0131,100.0,100.0,52.6811,52.6811
22105035,0.9459,0.9459,100.0,100.0,49.0,49.0
22109311,2.0997,2.0997,100.0,100.0,50.0,50.0
22105189,1.0845,1.0845,100.0,100.0,51.0631,51.0631
22105483,2.1519,8.0838,100.0,100.0,53.3292,53.2037
22107399,0.0027,43.1442,100.0,100.0,50.0,50.7401
22107961,0.0288,1.197,100.0,100.0,53.0,53.0
22108757,5.283,8.3898,100.0,100.0,50.0,50.0
22105537,1.5948,1.5948,100.0,100.0,51.9848,51.9848
22105025,2.8629,4.3236,100.0,100.0,50.9598,50.9734
22104821,5.4612,5.4612,100.0,100.0,50.0208,50.0208
22109535,0.0027,32424.0255,100.0,100.0,50.0,54.3166
22107057,3.8754,3.8754,100.0,100.0,50.3823,50.3823
22106055,0.6534,0.6534,100.0,100.0,52.0,52.0
22108819,3.9852,7.1775,100.0,100.0,50.0,50.0
22108647,2.2608,8.1603,100.0,100.0,50.0,50.0
940180113,0.0432,7.1973,100.0,100.0,49.0,49.7125
22109319,3.042,3.042,100.0,100.0,50.0,50.0
22105149,1.9656,1.9656,100.0,100.0,51.0,51.0
22109029,7.0236,7.0236,100.0,100.0,50.0,50.0
22106583,4.5333,4.5333,100.0,100.0,50.2855,50.2855
22105627,2.2689,2.2689,100.0,100.0,54.5355,54.5355
22110503,2.2266,2.2266,100.0,100.0,49.0,49.0
22105421,3.924,3.924,100.0,100.0,51.7009,51.7009
22109325,3.1536,3.1536,100.0,100.0,50.0,50.0
22105269,1.458,1.458,100.0,100.0,51.1494,51.1494
22104859,1.6983,4.5828,100.0,100.0,50.0,50.3366
22106459,2.1825,2.1825,100.0,100.0,52.0,52.0
22108869,3.2616,3.2616,100.0,100.0,50.0,50.0
22109307,1.8585,1.8585,100.0,100.0,51.0,51.0
22107873,0.1386,8.2467,100.0,100.0,49.0,49.432
22104493,1.8054,31632.0948,100.0,100.0,50.0,54.3999
22108689,0.2205,1.8153,100.0,100.0,51.0,51.8651
22108999,6.9174,6.9174,100.0,100.0,50.0164,50.0164
22105641,1.1682,1.1682,100.0,100.0,53.0,53.0
22105121,2.2716,6.9282,100.0,100.0,49.3542,49.7402
22105051,8.1081,8.1081,100.0,100.0,49.4393,49.4393
22105231,4.0581,4.0581,100.0,100.0,51.1218,51.1218
22106407,2.4552,2.4552,100.0,100.0,52.0,52.0
22109937,1.6731,29.4903,100.0,100.0,50.9699,49.5766
22106095,2.5245,2.5245,100.0,100.0,52.0,52.0
22109871,0.1521,2.7747,100.0,100.0,49.0,49.7243
22105279,1.9539,1.9539,100.0,100.0,51.0,51.0
22107969,0.3024,32.3721,100.0,100.0,50.0,50.382
22108717,7.0146,7.0146,100.0,100.0,50.0,50.0
22104475,0.0144,43.1415,100.0,100.0,50.0,50.7401
22105211,1.557,1.557,100.0,100.0,49.0,49.0
22105073,7.3197,7.3197,100.0,100.0,50.8528,50.8528
22108633,1.9035,4.0032,100.0,100.0,50.0,50.0
22106703,1.2078,1.2078,100.0,100.0,50.0,50.0
22108661,2.8548,7.9569,100.0,100.0,50.0,50.0
22105625,3.2454,3.2454,100.0,100.0,52.7016,52.7016
22107083,10.5597,10.5597,100.0,100.0,51.8392,51.8392
22105985,4.6278,4.6278,100.0,100.0,52.0,52.0
22107061,12.5847,12.5847,100.0,100.0,50.6998,50.6998
22105733,4.8645,4.8645,100.0,100.0,54.4411,54.4411
22104423,0.4716,31638.4407,100.0,100.0,50.0,54.399
22108555,0.0099,1.2708,100.0,100.0,49.0,49.0
22105963,1.107,2.07,100.0,100.0,52.0,52.0
22106721,0.5958,0.5958,100.0,100.0,50.0,50.0
22104757,1.431,25.6149,100.0,100.0,47.9918,49.8534
22106177,1.8252,1.8252,100.0,100.0,52.0,52.0
22107619,0.1611,2.2923,100.0,100.0,51.0,51.2615
22108701,0.5751,1.6533,100.0,100.0,51.0438,51.4698
22109859,0.1062,0.702,100.0,100.0,50.0,50.0
22107577,0.0045,5.1462,100.0,100.0,49.0,49.04
22105071,0.5652,4.7907,100.0,100.0,51.0,51.0644
22108793,5.589,5.589,100.0,100.0,50.0,50.0
22105257,0.0144,7.4844,100.0,100.0,51.0,51.3006
22109935,5.6133,7.9092,100.0,100.0,49.0564,49.0401
22109321,2.8575,2.8575,100.0,100.0,50.0,50.0
22108423,0.3519,32.0697,100.0,100.0,50.0,50.3856
22105479,3.726,3.726,100.0,100.0,49.5128,49.5128
22107559,0.1602,6.2685,100.0,100.0,49.0,49.2747
22108853,6.6591,6.6591,100.0,100.0,50.0,50.0
22105975,0.036,3.2139,100.0,100.0,52.0,52.0
22107059,3.159,3.159,100.0,100.0,50.8288,50.8288
22108541,0.7542,21.6882,100.0,100.0,48.0609,49.0674
22105375,0.1701,1.1025,100.0,100.0,51.6667,51.9118
22108921,4.959,4.959,100.0,100.0,51.5844,51.5844
22108683,2.7927,2.7927,100.0,100.0,50.0,50.0
22105161,1.7523,1.7523,100.0,100.0,49.9492,49.9492
22104975,3.0249,3.0249,100.0,100.0,51.0,51.0
22105547,1.0683,1.0683,100.0,100.0,51.6967,51.6967
22107571,0.0018,29686.4496,100.0,100.0,49.0,54.5089
22108643,0.8334,6.0165,100.0,100.0,50.6706,51.0755
22105077,0.3798,2.6289,100.0,100.0,49.0,49.0784
22110521,4.437,4.437,100.0,100.0,49.1704,49.1704
22107055,1.0332,1.0332,100.0,100.0,50.0,50.0
22108939,5.0562,5.0562,100.0,100.0,50.0,50.0
22109847,0.8667,2.1078,100.0,100.0,51.028,51.0939
22104959,1.1421,1.1421,100.0,100.0,50.3199,50.3199
22108959,2.5389,2.5389,100.0,100.0,50.0,50.0
22108837,2.1456,2.1456,100.0,100.0,50.0,50.0
22105079,0.0387,2.2878,100.0,100.0,49.0,49.0901
22108865,2.1042,2.1042,100.0,100.0,50.0,50.0
22105187,3.8808,7.0398,100.0,100.0,50.1081,50.4315
22108755,4.3776,4.3776,100.0,100.0,50.0,50.0
22105205,2.2491,2.2491,100.0,100.0,49.0916,49.0916
22107303,0.0045,8.2512,100.0,100.0,49.0,49.4317
22108787,4.1769,4.1769,100.0,100.0,50.0,50.0
22106183,5.5188,5.5188,100.0,100.0,52.6207,52.6207
22107543,0.0135,29713.6215,100.0,100.0,49.0,54.5039
22107465,0.0054,32.3775,100.0,100.0,50.0,50.3819
22107087,5.8536,5.8536,100.0,100.0,51.7804,51.7804
22104851,0.9378,2.1447,100.0,100.0,50.8311,50.9261
22105271,0.4644,28850.3901,100.0,100.0,49.0,54.6571
22109003,1.4337,13.2435,100.0,100.0,50.0,50.0
22105485,0.648,7.2756,100.0,100.0,52.0,52.5943
22105621,5.6268,5.6268,100.0,100.0,54.4671,54.4671
22109045,0.3834,8.388,100.0,100.0,49.0,49.3085
22107553,0.0306,29714.409,100.0,100.0,49.0,54.5037
22104945,0.3708,15.2217,100.0,100.0,50.0,50.6089
22105097,2.1105,2.1105,100.0,100.0,51.0,51.0
22104413,0.3168,31420.3725,100.0,100.0,49.0,54.429
22104397,0.1917,31636.9242,100.0,100.0,50.0,54.3992
22107327,0.0054,31636.9296,100.0,100.0,50.0,54.3992
22108855,1.3824,1.3824,100.0,100.0,51.0,51.0
22104925,1.7217,1.7217,100.0,100.0,49.0115,49.0115
22107051,2.6757,2.6757,100.0,100.0,49.9559,49.9559
22108663,2.403,13.1526,100.0,100.0,50.0,50.0
22106995,1.4607,1.4607,100.0,100.0,51.0,51.0
22104879,8.6706,8.6706,100.0,100.0,50.4561,50.4561
22106979,1.7856,19.7361,100.0,100.0,50.0,50.4696
22104949,0.6174,29714.0589,100.0,100.0,49.0,54.5038
22107095,9.5085,9.5085,100.0,100.0,49.0279,49.0279
22106465,0.1791,8.6985,100.0,100.0,52.0,52.0105
22104955,0.3447,29697.8832,100.0,100.0,49.0,54.5068
22105085,3.4074,3.4074,100.0,100.0,51.0,51.0
22106375,1.3437,1.3437,100.0,100.0,51.3557,51.3557
22107533,0.0045,29697.8877,100.0,100.0,49.0,54.5068
22107069,9.7389,16.3674,100.0,100.0,51.4805,51.7229
22107759,0.7479,5.4315,100.0,100.0,52.6053,52.3433
22107673,0.2187,15.2658,100.0,100.0,52.3992,53.9707
22108551,2.691,3.9618,100.0,100.0,49.0,49.0
22108927,1.755,1.755,100.0,100.0,50.2241,50.2241
22108847,2.295,2.295,100.0,100.0,50.0,50.0
22107965,0.0036,31638.4443,100.0,100.0,50.0,54.399
22104881,1.3707,2.1222,100.0,100.0,49.0381,49.173
22105127,2.1645,2.1645,100.0,100.0,50.2133,50.2133
22105069,0.2151,4.1211,100.0,100.0,49.0,49.05
22107481,0.0009,8.0721,100.0,100.0,49.0,49.6761
22105591,0.3951,1.5921,100.0,100.0,53.0,53.0
22108461,6.1461,6.1461,100.0,100.0,49.4573,49.4573
22105171,1.2438,1.2438,100.0,100.0,49.0,49.0
22109895,1.9197,4.0626,100.0,100.0,49.9559,49.9792
22104671,1.2042,1.2042,100.0,100.0,50.0,50.0
22105223,2.9088,2.9088,100.0,100.0,49.0,49.0
22104915,4.6512,23.9616,100.0,100.0,50.0002,50.4517
22105417,2.2365,2.2365,100.0,100.0,49.0,49.0
22105605,2.7639,2.7639,100.0,100.0,52.0,52.0
22107845,6.6285,6.6285,100.0,100.0,52.0789,52.0789
22110505,0.0693,2.2959,100.0,100.0,49.0,49.0
22105175,1.7496,1.7496,100.0,100.0,51.0,51.0
22105067,1.746,1.746,100.0,100.0,51.0,51.0
22108935,6.2217,6.2217,100.0,100.0,50.0,50.0
22106611,0.8766,0.8766,100.0,100.0,51.0,51.0
22105419,0.6957,12.4407,100.0,100.0,49.0,49.0213
22106221,2.9826,2.9826,100.0,100.0,50.1249,50.1249
22106501,4.1796,4.1796,100.0,100.0,52.0,52.0
22109337,18.5193,18.5193,100.0,100.0,49.125,49.125
22109861,0.1116,1.4409,100.0,100.0,50.0,50.0
22104963,0.1017,14.8509,100.0,100.0,50.0,50.6241
22105903,1.188,1.188,100.0,100.0,54.0,54.0
22105837,4.0869,4.0869,100.0,100.0,49.7115,49.7115
22106053,3.6459,3.6459,100.0,100.0,52.0,52.0
22108725,4.3083,4.3083,100.0,100.0,50.0,50.0
22105267,2.403,2.403,100.0,100.0,51.006,51.006
22107349,0.0072,31632.102,100.0,100.0,50.0,54.3999
22104993,0.1764,7.1046,100.0,100.0,49.0,49.7218
22109063,4.725,4.725,100.0,100.0,49.2055,49.2055
22105027,2.1636,3.6243,100.0,100.0,50.5695,50.743
22107841,0.7074,0.7074,100.0,100.0,51.0,51.0
22104873,1.2069,1.2069,100.0,100.0,51.0,51.0
22107515,0.0009,7.0227,100.0,100.0,49.0,49.2452
22105013,1.7424,1.7424,100.0,100.0,50.6756,50.6756
22108843,1.0467,1.0467,100.0,100.0,50.0,50.0
22105699,3.2301,3.2301,100.0,100.0,53.5032,53.5032
22105125,11.9907,11.9907,100.0,100.0,50.382,50.382
22106295,3.6882,3.6882,100.0,100.0,52.0,52.0
22106039,0.7722,0.7722,100.0,100.0,52.0,52.0
22109335,7.7139,7.7139,100.0,100.0,49.1296,49.1296
22108941,15.4458,15.4458,100.0,100.0,50.0,50.0
22106473,3.753,3.753,100.0,100.0,50.8506,50.8506
22105645,2.8071,7.2999,100.0,100.0,53.8974,54.8305
22107419,0.0036,25.6185,100.0,100.0,47.0,49.853
22106985,1.9296,1.9296,100.0,100.0,50.0,50.0
22107621,0.0018,2.1312,100.0,100.0,51.0,51.2812
22108885,7.1388,7.1388,100.0,100.0,50.0,50.0
22108901,2.0394,2.0394,100.0,100.0,50.0,50.0
22108821,3.636,3.636,100.0,100.0,50.0,50.0
22108679,2.1411,2.1411,100.0,100.0,50.0,50.0
22110107,3.5496,3.5496,100.0,100.0,51.0,51.0
22110061,0.0855,0.0855,100.0,100.0,51.0,51.0
22110117,0.0747,0.0747,100.0,100.0,51.0,51.0
22106283,0.054,10.0836,100.0,100.0,51.0,51.6007
22110115,1.0692,5.6547,100.0,100.0,51.0,51.0
22106441,0.6552,11.907,100.0,100.0,51.3338,51.783
22106587,2.3148,2.3148,100.0,100.0,51.0762,51.0762
22110149,9.8676,9.8676,100.0,100.0,51.0,51.0
22110069,5.1543,7.5546,100.0,100.0,51.0,51.0
22106455,3.4623,3.4623,100.0,100.0,51.5729,51.5729
22106551,0.2853,7.0866,100.0,100.0,51.0,51.5371
22106337,0.1467,6.0543,100.0,100.0,51.0,51.0046
22109829,0.1386,1.8693,100.0,100.0,51.2013,51.7111
22107847,1.2951,1.2951,100.0,100.0,50.0,50.0
22106541,3.6108,11.9106,100.0,100.0,51.0,51.3232
22110095,4.3182,4.3182,100.0,100.0,51.0,51.0
22106575,2.4723,2.4723,100.0,100.0,51.8941,51.8941
22110113,8.0334,8.0334,100.0,100.0,51.0,51.0
22106437,1.8513,1.8513,100.0,100.0,51.2917,51.2917
22110133,0.4167,4.1994,100.0,100.0,51.0,51.0
22105823,2.43,3.7251,100.0,100.0,50.0,50.0
22106503,4.1724,4.1724,100.0,100.0,51.8469,51.8469
22110087,12.4056,12.4056,100.0,100.0,51.0,51.0
22106559,0.9783,39.8574,100.0,100.0,51.0524,51.4527
22106339,3.0708,3.0708,100.0,100.0,50.57,50.57
22106581,0.3771,34.6248,100.0,100.0,51.0,51.5038
22106595,3.4002,3.4002,100.0,100.0,51.9492,51.9492
22106131,1.6515,1.6515,100.0,100.0,50.0,50.0
22106659,6.5385,6.5385,100.0,100.0,51.8238,51.8238
22110081,5.8761,5.8761,100.0,100.0,51.0,51.0
22106327,3.8376,3.8376,100.0,100.0,50.9995,50.9995
22106661,3.7296,3.7296,100.0,100.0,51.1462,51.1462
22110103,3.42,3.42,100.0,100.0,51.0,51.0
22106667,1.3599,25.5015,100.0,100.0,51.5195,51.4428
22110151,9.1242,9.1242,100.0,100.0,50.6067,50.6067
22106689,0.549,3.7134,100.0,100.0,52.0,51.6769
22106565,0.5247,35.1495,100.0,100.0,51.0,51.4963
22106175,5.4576,9.2043,100.0,100.0,50.0,50.2006
22109883,3.1644,3.1644,100.0,100.0,51.6209,51.6209
22106313,0.1557,9.7929,100.0,100.0,51.0,51.6185
22105831,0.4716,367.9317,100.0,100.0,50.0,50.9142
22106333,0.1512,7.7859,100.0,100.0,51.0,51.7086
22110071,0.5904,12.0438,100.0,100.0,51.0,51.0
22106701,1.7478,2.6622,100.0,100.0,51.1843,51.4604
22110129,6.7914,6.7914,100.0,100.0,51.0,51.0
22106377,2.6919,2.6919,100.0,100.0,51.0104,51.0104
22106281,1.7577,1.7577,100.0,100.0,50.4327,50.4327
22106665,4.3155,4.3155,100.0,100.0,51.9906,51.9906
22105847,0.054,367.3134,100.0,100.0,50.0,50.9157
22106685,1.7307,1.7307,100.0,100.0,51.752,51.752
22110123,0.3114,4.5108,100.0,100.0,51.0,51.0
22106585,3.2364,3.2364,100.0,100.0,51.0,51.0
22110003,2.8386,2.8386,100.0,100.0,51.0,51.0
22106603,1.2375,31.5855,100.0,100.0,51.1062,51.5135
22106509,2.0367,2.0367,100.0,100.0,51.5316,51.5316
22109873,0.9144,0.9144,100.0,100.0,51.9882,51.9882
22106299,0.2367,10.0296,100.0,100.0,51.0,51.6039
22106563,1.9755,1.9755,100.0,100.0,51.2036,51.2036
22106329,1.44,1.44,100.0,100.0,50.6144,50.6144
22110119,8.4339,8.4339,100.0,100.0,51.0,51.0
22110139,3.7827,3.7827,100.0,100.0,51.0,51.0
22106549,0.3132,4.4865,100.0,100.0,51.0,51.809
22110153,4.9806,4.9806,100.0,100.0,50.7027,50.7027
22106495,1.4994,9.2151,100.0,100.0,51.3463,51.8705
22106489,1.1736,16.3206,100.0,100.0,51.0,51.2359
22106467,3.2157,3.2157,100.0,100.0,51.0,51.0
22106537,1.2132,1.2132,100.0,100.0,51.0356,51.0356
22106259,1.989,1.989,100.0,100.0,50.5462,50.5462
22106617,3.8484,3.8484,100.0,100.0,51.0,51.0
22110345,2.3148,2.3148,100.0,100.0,51.0,51.0
22109923,3.5397,3.5397,100.0,100.0,51.0,51.0
22110333,10.4589,10.4589,100.0,100.0,51.0,51.0
22106523,1.701,1.701,100.0,100.0,51.8344,51.8344
22109961,7.821,7.821,100.0,100.0,51.0,51.0
22104861,0.1116,29747.4759,100.0,100.0,49.0,54.4978
2897517,3.5802,35.9586,100.0,100.0,59.0,59.2112
2897471,2.0763,54.1395,100.0,100.0,60.0,59.805
2901001,0.117,30.0798,100.0,100.0,59.0,59.2525
2896575,12.3507,12.3507,100.0,100.0,59.1538,59.1538
2896611,19.3149,23.5269,100.0,100.0,59.0,59.0
2897499,0.7965,76.2678,100.0,100.0,60.0,59.6088
2896811,2.7009,6.1362,100.0,100.0,56.3309,56.5104
2896541,13.5855,19.7217,100.0,100.0,55.9591,56.1307
2896813,3.1518,35.1891,100.0,100.0,56.1268,56.0837
2896801,10.6776,45.8667,100.0,100.0,56.2439,56.121
2896613,11.6325,11.6325,100.0,100.0,59.0,59.0
2897461,1.323,31.4028,100.0,100.0,59.0,59.2419
2896817,1.089,4.212,100.0,100.0,59.0,59.0
2896583,2.7801,30.5631,100.0,100.0,59.2794,59.7739
2896569,1.5642,1.5642,100.0,100.0,59.4649,59.4649
2896573,6.0228,7.587,100.0,100.0,59.8891,59.8017
2896821,0.4698,62.5788,100.0,100.0,58.9962,56.1445
2896551,11.0007,73.5795,100.0,100.0,58.5634,56.5061
2896543,3.492,32.0373,100.0,100.0,56.0,56.0795
2896563,3.123,3.123,100.0,100.0,59.0,59.0
2897521,2.2914,25.8183,100.0,100.0,59.0,59.0
2896597,0.0792,42.444,100.0,100.0,60.0,59.7526
2897447,0.4878,42.9318,100.0,100.0,60.0,59.7554
2896607,10.1511,144.3222,100.0,100.0,59.0,57.4858
2896537,3.4353,3.4353,100.0,100.0,56.6516,56.6516
2896805,14.3865,25.3179,100.0,100.0,59.8767,59.8697
2896645,0.4446,29.9628,100.0,100.0,59.0,59.2535
2896559,4.2102,84.4578,100.0,100.0,58.9998,56.8263
2896579,12.9951,116.0226,100.0,100.0,59.0,57.1168
2896643,0.0252,29.0961,100.0,100.0,59.0,59.2611
2896605,1.2501,20.4246,100.0,100.0,59.0,59.1799
2897477,0.828,18.6174,100.0,100.0,59.0,59.0
2900999,0.4221,29.5182,100.0,100.0,59.0,59.2573
2897457,1.0998,46.3563,100.0,100.0,59.9476,59.7723
2896803,17.7894,17.7894,100.0,100.0,59.0,59.0
2897481,1.0476,50.1012,100.0,100.0,60.0,59.7893
2900993,0.0054,144.3276,100.0,100.0,59.0,57.4858
2897503,1.575,145.9026,100.0,100.0,59.0,57.5022
2900507,0.6444,12.2769,100.0,100.0,59.0,59.0
2896627,0.9414,0.9414,100.0,100.0,59.891,59.891
2897523,4.2345,4.2345,100.0,100.0,59.0,59.0
2896581,5.3676,18.1485,100.0,100.0,59.0,58.9977
2897455,0.4374,7.5213,100.0,100.0,59.8292,59.1614
2896819,16.2423,16.2423,100.0,100.0,56.1282,56.1282
2907393,0.0171,0.9585,100.0,100.0,60.0,59.893
2896565,3.2436,3.2436,100.0,100.0,59.0,59.0
2897437,0.1782,0.1782,100.0,100.0,59.0,59.0
2897539,1.9116,1.9116,100.0,100.0,59.1182,59.1182
2897527,3.8493,8.9244,100.0,100.0,59.0,59.0
2896599,20.9295,20.9295,100.0,100.0,59.0787,59.0787
2896617,0.5247,0.5247,100.0,100.0,59.0,59.0
2897497,5.4234,5.4234,100.0,100.0,59.4985,59.4985
2897535,1.6947,2.6559,100.0,100.0,59.2501,59.1596
2897451,3.1635,3.8142,100.0,100.0,59.0401,59.0333
2897453,0.5319,0.7803,100.0,100.0,60.0,60.0
2896571,3.3444,3.3444,100.0,100.0,59.9941,59.9941
2896589,0.2484,0.2484,100.0,100.0,60.0,60.0
2900509,1.3419,1.3419,100.0,100.0,59.0,59.0
2896553,4.2651,5.3406,100.0,100.0,58.9829,58.9843
2897467,1.0062,2.4309,100.0,100.0,59.1762,59.0744
