TaxaID_orig,KS_TAXACODE,Rank_orig,NonTarget,OTU_MMI,OTU_MMI_genus,OTU_BCG,PHYLUM,CLASS,ORDER,FAMILY,GENUS,NumSamp_All,NumSites_All,Yr_Min,Yr_Max,NumSamp_SB,NumSamp_SP
RANATRA NIGRA,0957,Species,FALSE,RANATRA NIGRA,RANATRA,RANATRA NIGRA,ARTHROPODA,INSECTA,HEMIPTERA,NEPIDAE,RANATRA,4,4,2009,2012,1,3
NOTONECTIDAE,0241,Family,FALSE,NOTONECTIDAE,NOTONECTIDAE,NOTONECTIDAE,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,,8,7,1997,2015,1,7
BUENOA,0559,Genus,FALSE,BUENOA,BUENOA,BUENOA,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,BUENOA,7,7,1980,2005,7,
BUENOA MARGARITACEA,0395,Species,FALSE,BUENOA MARGARITACEA,BUENOA,BUENOA MARGARITACEA,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,BUENOA,1,1,1986,1986,1,
NOTONECTA,0118,Genus,FALSE,NOTONECTA,NOTONECTA,NOTONECTA,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,NOTONECTA,39,38,1980,2018,19,20
NOTONECTA IRRORATA,0966,Species,FALSE,NOTONECTA IRRORATA,NOTONECTA,NOTONECTA IRRORATA,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,NOTONECTA,2,2,1985,2011,2,
NOTONECTA UNDULATA,0967,Species,FALSE,NOTONECTA UNDULATA,NOTONECTA,NOTONECTA UNDULATA,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,NOTONECTA,1,1,1982,1982,1,
PLEIDAE,0293,Family,FALSE,PLEIDAE,PLEIDAE,PLEIDAE,ARTHROPODA,INSECTA,HEMIPTERA,PLEIDAE,,5,5,2006,2016,,5
NEOPLEA,0976,Genus,FALSE,NEOPLEA,NEOPLEA,NEOPLEA,ARTHROPODA,INSECTA,HEMIPTERA,PLEIDAE,NEOPLEA,44,42,1980,2019,19,25
NEOPLEA STRIOLA,0399,Species,FALSE,NEOPLEA STRIOLA,NEOPLEA STRIOLA,NEOPLEA STRIOLA,ARTHROPODA,INSECTA,HEMIPTERA,PLEIDAE,NEOPLEA,93,65,1983,2016,74,19
SALDIDAE,0242,Family,FALSE,SALDIDAE,SALDIDAE,SALDIDAE,ARTHROPODA,INSECTA,HEMIPTERA,SALDIDAE,,27,25,1980,2018,12,15
MICRACANTHIA,0977,Genus,FALSE,MICRACANTHIA,MICRACANTHIA,MICRACANTHIA,ARTHROPODA,INSECTA,HEMIPTERA,SALDIDAE,MICRACANTHIA,2,2,1982,2015,2,
PENTACORA,0386,Genus,FALSE,PENTACORA,PENTACORA,PENTACORA,ARTHROPODA,INSECTA,HEMIPTERA,SALDIDAE,PENTACORA,1,1,2015,2015,1,
SALDULA,0974,Genus,FALSE,SALDULA,SALDULA,SALDULA,ARTHROPODA,INSECTA,HEMIPTERA,SALDIDAE,SALDULA,18,17,1982,2019,11,7
VELIIDAE,0268,Family,FALSE,VELIIDAE,VELIIDAE,VELIIDAE,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,,41,40,2006,2018,14,27
MICROVELIA,0119,Genus,FALSE,MICROVELIA,MICROVELIA,MICROVELIA,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,MICROVELIA,357,234,1980,2020,184,173
MICROVELIA AMERICANA,0396,Species,FALSE,MICROVELIA AMERICANA,MICROVELIA,MICROVELIA AMERICANA,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,MICROVELIA,124,65,1980,2001,124,
PLATYVELIA,0340,Genus,FALSE,PLATYVELIA,PLATYVELIA,PLATYVELIA,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,PLATYVELIA,3,3,2008,2015,1,2
RHAGOVELIA,0120,Genus,FALSE,RHAGOVELIA,RHAGOVELIA,RHAGOVELIA,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,RHAGOVELIA,1245,266,1980,2020,1057,188
STEINOVELIA STAGNALIS,0336,Species,FALSE,STEINOVELIA STAGNALIS,STEINOVELIA,STEINOVELIA STAGNALIS,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,STEINOVELIA,4,4,2007,2017,1,3
CRAMBIDAE,0150,Family,FALSE,CRAMBIDAE,CRAMBIDAE,CRAMBIDAE,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,,9,9,2010,2019,2,7
PETROPHILA,0121,Genus,FALSE,PETROPHILA,PETROPHILA,PETROPHILA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,PETROPHILA,110,37,1980,2019,103,7
NOCTUIDAE,0429,Family,FALSE,NOCTUIDAE,NOCTUIDAE,NOCTUIDAE,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,,1,1,2018,2018,1,
MEGALOPTERA,0214,Order,FALSE,MEGALOPTERA,MEGALOPTERA,MEGALOPTERA,ARTHROPODA,INSECTA,MEGALOPTERA,,,13,11,2006,2019,12,1
CORYDALIDAE,0330,Family,FALSE,CORYDALIDAE,CORYDALIDAE,CORYDALIDAE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,,10,10,2006,2017,6,4
CHAULIODES,0993,Genus,FALSE,CHAULIODES,CHAULIODES,CHAULIODES,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,36,35,1983,2019,4,32
CHAULIODES RASTRICORNIS,0801,Species,FALSE,CHAULIODES RASTRICORNIS,CHAULIODES,CHAULIODES RASTRICORNIS,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,16,16,1986,2014,11,5
CORYDALUS CORNUTUS,0460,Species,FALSE,CORYDALUS CORNUTUS,CORYDALUS,CORYDALUS CORNUTUS,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALUS,1501,262,1980,2020,1300,201
NIGRONIA,0205,Genus,FALSE,NIGRONIA,NIGRONIA,NIGRONIA,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,NIGRONIA,2,1,2006,2006,2,
SIALIS,0123,Genus,FALSE,SIALIS,SIALIS,SIALIS,ARTHROPODA,INSECTA,MEGALOPTERA,SIALIDAE,SIALIS,724,314,1980,2020,480,244
SISYRIDAE,0343,Family,FALSE,SISYRIDAE,SISYRIDAE,SISYRIDAE,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,,1,1,2010,2010,,1
CLIMACIA,0127,Genus,FALSE,CLIMACIA,CLIMACIA,CLIMACIA,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,CLIMACIA,10,9,1997,2018,5,5
CLIMACIA AREOLARIS,0798,Species,FALSE,CLIMACIA AREOLARIS,CLIMACIA,CLIMACIA AREOLARIS,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,CLIMACIA,7,7,1984,1999,7,
SISYRA,0378,Genus,FALSE,SISYRA,SISYRA,SISYRA,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,SISYRA,5,5,2013,2018,1,4
SISYRA VICARIA,0799,Species,FALSE,SISYRA VICARIA,SISYRA,SISYRA VICARIA,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,SISYRA,3,3,1988,2008,2,1
ODONATA,0478,Order,FALSE,ODONATA,ODONATA,ODONATA,ARTHROPODA,INSECTA,ODONATA,,,9,9,2005,2018,2,7
AESHNIDAE,0248,Family,FALSE,AESHNIDAE,AESHNIDAE,AESHNIDAE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,,29,27,1981,2018,10,19
AESHNA,0124,Genus,FALSE,AESHNA,AESHNA,AESHNA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,AESHNA,12,12,1980,2018,7,5
AESHNA UMBROSA,0400,Species,FALSE,AESHNA UMBROSA,AESHNA,AESHNA UMBROSA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,AESHNA,32,31,1980,2018,15,17
ANAX JUNIUS,0589,Species,FALSE,ANAX JUNIUS,ANAX,ANAX JUNIUS,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,ANAX,39,35,1980,2019,20,19
BASIAESCHNA JANATA,0692,Species,FALSE,BASIAESCHNA JANATA,BASIAESCHNA,BASIAESCHNA JANATA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BASIAESCHNA,101,58,1981,2020,55,46
BOYERIA,0126,Genus,FALSE,BOYERIA,BOYERIA,BOYERIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BOYERIA,6,6,2004,2017,1,5
BOYERIA VINOSA,0565,Species,FALSE,BOYERIA VINOSA,BOYERIA,BOYERIA VINOSA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BOYERIA,19,17,1980,2016,6,13
NASIAESCHNA PENTACANTHA,0563,Species,FALSE,NASIAESCHNA PENTACANTHA,NASIAESCHNA,NASIAESCHNA PENTACANTHA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,NASIAESCHNA,368,181,1980,2020,264,104
CALOPTERYGIDAE,0286,Family,FALSE,CALOPTERYGIDAE,CALOPTERYGIDAE,CALOPTERYGIDAE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,,19,19,2006,2019,10,9
CALOPTERYX MACULATA,0188,Species,FALSE,CALOPTERYX MACULATA,CALOPTERYX,CALOPTERYX MACULATA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYX,281,148,1980,2020,201,80
HETAERINA,0271,Genus,FALSE,HETAERINA,HETAERINA,HETAERINA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,124,80,2006,2019,70,54
HETAERINA AMERICANA,0129,Species,FALSE,HETAERINA AMERICANA,HETAERINA,HETAERINA AMERICANA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,1244,253,1980,2020,1062,182
HETAERINA TITIA,0999,Species,FALSE,HETAERINA TITIA,HETAERINA,HETAERINA TITIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,36,22,1995,2016,26,10
COENAGRIONIDAE,0181,Family,FALSE,COENAGRIONIDAE,COENAGRIONIDAE,COENAGRIONIDAE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,138,101,2006,2020,68,70
ARGIA,0130,Genus,FALSE,ARGIA,ARGIA,ARGIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,2482,547,1980,2020,1984,498
ARGIA APICALIS,0401,Species,FALSE,ARGIA APICALIS,ARGIA,ARGIA APICALIS,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,1,1,1980,1980,1,
ARGIA BIPUNCTULATA,1001,Species,FALSE,ARGIA BIPUNCTULATA,ARGIA,ARGIA BIPUNCTULATA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,28,9,1991,2001,28,
ARGIA FUMIPENNIS VIOLACEA,0614,Species,FALSE,ARGIA FUMIPENNIS,ARGIA,ARGIA FUMIPENNIS,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,1,1,1994,1994,1,
ARGIA MOESTA,0192,Species,FALSE,ARGIA MOESTA,ARGIA,ARGIA MOESTA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,15,13,1980,2016,15,
ENALLAGMA,0131,Genus,FALSE,ENALLAGMA,ENALLAGMA,ENALLAGMA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,1270,436,1980,2020,918,352
ENALLAGMA BASIDENS,1011,Species,FALSE,ENALLAGMA BASIDENS,ENALLAGMA,ENALLAGMA BASIDENS,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,3,3,1980,2012,2,1
ENALLAGMA EXSULANS,0403,Species,FALSE,ENALLAGMA EXSULANS,ENALLAGMA,ENALLAGMA EXSULANS,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,3,3,1984,1984,3,
ENALLAGMA TRIVIATUM,0417,Species,FALSE,ENALLAGMA TRIVIATUM,ENALLAGMA,ENALLAGMA TRIVIATUM,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,1,1,2016,2016,1,
ISCHNURA,0132,Genus,FALSE,ISCHNURA,ISCHNURA,ISCHNURA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ISCHNURA,456,258,1980,2019,298,158
CORDULEGASTER OBLIQUA,1026,Species,FALSE,CORDULEGASTER OBLIQUA,CORDULEGASTER,CORDULEGASTER OBLIQUA,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTERIDAE,CORDULEGASTER,6,3,1985,2017,5,1
CORDULIIDAE,0251,Family,FALSE,CORDULIIDAE,CORDULIIDAE,CORDULIIDAE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,30,30,1998,2019,10,20
DIDYMOPS TRANSVERSA,1064,Species,FALSE,DIDYMOPS TRANSVERSA,DIDYMOPS,DIDYMOPS TRANSVERSA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,DIDYMOPS,18,15,2001,2019,3,15
EPITHECA,0140,Genus,FALSE,EPITHECA,EPITHECA,EPITHECA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,12,10,2004,2019,6,6
EPITHECA CYNOSURA,0239,Species,FALSE,EPITHECA CYNOSURA,EPITHECA,EPITHECA CYNOSURA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,3,3,2007,2013,,3
EPITHECA PETECHIALIS,0331,Species,FALSE,EPITHECA PETECHIALIS,EPITHECA,EPITHECA PETECHIALIS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,3,3,2006,2014,2,1
EPITHECA PRINCEPS,1029,Species,FALSE,EPITHECA PRINCEPS,EPITHECA,EPITHECA PRINCEPS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,47,36,1984,2017,24,23
MACROMIA,0144,Genus,FALSE,MACROMIA,MACROMIA,MACROMIA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,575,169,1980,2020,475,100
MACROMIA ILLINOIENSIS,0182,Species,FALSE,MACROMIA ILLINOIENSIS,MACROMIA,MACROMIA ILLINOIENSIS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,1,1,2006,2006,1,
MACROMIA TAENIOLATA,0047,Species,FALSE,MACROMIA TAENIOLATA,MACROMIA,MACROMIA TAENIOLATA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,23,19,2005,2017,14,9
NEUROCORDULIA,0148,Genus,FALSE,NEUROCORDULIA,NEUROCORDULIA,NEUROCORDULIA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,NEUROCORDULIA,11,11,2006,2017,,11
NEUROCORDULIA MOLESTA,0134,Species,FALSE,NEUROCORDULIA MOLESTA,NEUROCORDULIA,NEUROCORDULIA MOLESTA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,NEUROCORDULIA,168,43,1980,2019,155,13
NEUROCORDULIA XANTHOSOMA,1031,Species,FALSE,NEUROCORDULIA XANTHOSOMA,NEUROCORDULIA,NEUROCORDULIA XANTHOSOMA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,NEUROCORDULIA,13,12,1982,2017,9,4
SOMATOCHLORA,0606,Genus,FALSE,SOMATOCHLORA,SOMATOCHLORA,SOMATOCHLORA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,SOMATOCHLORA,37,30,1998,2018,12,25
SOMATOCHLORA LINEARIS,0326,Species,FALSE,SOMATOCHLORA LINEARIS,SOMATOCHLORA,SOMATOCHLORA LINEARIS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,SOMATOCHLORA,2,2,2006,2009,1,1
GOMPHIDAE,0252,Family,FALSE,GOMPHIDAE,GOMPHIDAE,GOMPHIDAE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,186,126,1980,2020,90,96
ARIGOMPHUS,0603,Genus,FALSE,ARIGOMPHUS,ARIGOMPHUS,ARIGOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,23,21,1992,2017,7,16
ARIGOMPHUS LENTULUS,0602,Species,FALSE,ARIGOMPHUS LENTULUS,ARIGOMPHUS,ARIGOMPHUS LENTULUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,11,10,2009,2017,36,16
ARIGOMPHUS SUBMEDIANUS,0258,Species,FALSE,ARIGOMPHUS SUBMEDIANUS,ARIGOMPHUS,ARIGOMPHUS SUBMEDIANUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,6,6,2006,2017,1,5
DROMOGOMPHUS,1304,Genus,FALSE,DROMOGOMPHUS,DROMOGOMPHUS,DROMOGOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,30,25,1997,2018,16,14
DROMOGOMPHUS SPINOSUS,0587,Species,FALSE,DROMOGOMPHUS SPINOSUS,DROMOGOMPHUS,DROMOGOMPHUS SPINOSUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,107,73,1982,2020,53,54
DROMOGOMPHUS SPOLIATUS,0588,Species,FALSE,DROMOGOMPHUS SPOLIATUS,DROMOGOMPHUS,DROMOGOMPHUS SPOLIATUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,38,26,1980,2017,27,11
ERPETOGOMPHUS DESIGNATUS,0135,Species,FALSE,ERPETOGOMPHUS DESIGNATUS,ERPETOGOMPHUS,ERPETOGOMPHUS DESIGNATUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ERPETOGOMPHUS,585,157,1980,2020,465,120
GOMPHUS EXTERNUS,0406,Species,FALSE,GOMPHUS EXTERNUS,GOMPHUS,GOMPHUS EXTERNUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHURUS,1488,244,1981,2020,1340,148
GOMPHUS VASTUS,0684,Species,FALSE,GOMPHUS VASTUS,GOMPHUS,GOMPHUS VASTUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHURUS,44,28,1981,2018,40,4
GOMPHUS,0467,Genus,FALSE,GOMPHUS,GOMPHUS,GOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHUS,140,106,1980,2018,93,47
HAGENIUS BREVISTYLUS,0137,Species,FALSE,HAGENIUS BREVISTYLUS,HAGENIUS,HAGENIUS BREVISTYLUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,HAGENIUS,60,33,1982,2020,43,17
OPHIOGOMPHUS RUPINSULENSIS,1070,Species,FALSE,OPHIOGOMPHUS RUPINSULENSIS,OPHIOGOMPHUS,OPHIOGOMPHUS RUPINSULENSIS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,OPHIOGOMPHUS,1,1,1991,1991,1,
OPHIOGOMPHUS SEVERUS,1071,Species,FALSE,OPHIOGOMPHUS SEVERUS,OPHIOGOMPHUS,OPHIOGOMPHUS SEVERUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,OPHIOGOMPHUS,1,1,1982,1982,1,
GOMPHUS GRASLINELLUS,0405,Species,FALSE,GOMPHUS GRASLINELLUS,GOMPHUS,GOMPHUS GRASLINELLUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,PHANOGOMPHUS,94,57,1980,2017,72,22
GOMPHUS MILITARIS,0613,Species,FALSE,GOMPHUS MILITARIS,GOMPHUS,GOMPHUS MILITARIS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,PHANOGOMPHUS,62,46,2009,2020,33,35
PROGOMPHUS OBSCURUS,0139,Species,FALSE,PROGOMPHUS OBSCURUS,PROGOMPHUS,PROGOMPHUS OBSCURUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,PROGOMPHUS,362,127,1980,2020,257,105
STYLURUS,1069,Genus,FALSE,STYLURUS,STYLURUS,STYLURUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,79,36,2008,2018,70,9
STYLURUS AMNICOLA,0682,Species,FALSE,STYLURUS AMNICOLA,STYLURUS,STYLURUS AMNICOLA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,43,18,1981,2016,42,1
STYLURUS INTRICATUS,1068,Species,FALSE,STYLURUS INTRICATUS,STYLURUS,STYLURUS INTRICATUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,24,14,1983,2018,19,5
STYLURUS PLAGIATUS,0681,Species,FALSE,STYLURUS PLAGIATUS,STYLURUS,STYLURUS PLAGIATUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,366,60,1981,2018,361,5
ARCHILESTES GRANDIS,0334,Species,FALSE,ARCHILESTES GRANDIS,ARCHILESTES,ARCHILESTES GRANDIS,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,ARCHILESTES,2,2,2006,2016,1,1
LESTES,0201,Genus,FALSE,LESTES,LESTES,LESTES,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,LESTES,8,8,2005,2018,1,7
LIBELLULIDAE,0253,Family,FALSE,LIBELLULIDAE,LIBELLULIDAE,LIBELLULIDAE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,,113,99,1990,2018,49,64
BRECHMORHOGA MENDAX,0138,Species,FALSE,BRECHMORHOGA MENDAX,BRECHMORHOGA,BRECHMORHOGA MENDAX,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,BRECHMORHOGA,2,2,2004,2014,2,
CELITHEMIS,1346,Genus,FALSE,CELITHEMIS,CELITHEMIS,CELITHEMIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,CELITHEMIS,2,2,1980,1983,2,
CELITHEMIS EPONINA,1040,Species,FALSE,CELITHEMIS EPONINA,CELITHEMIS,CELITHEMIS EPONINA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,CELITHEMIS,4,4,1983,2019,2,2
DYTHEMIS,0325,Genus,FALSE,DYTHEMIS,DYTHEMIS,DYTHEMIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,DYTHEMIS,1,1,2006,2006,,1
DYTHEMIS FUGAX,1042,Species,FALSE,DYTHEMIS FUGAX,DYTHEMIS,DYTHEMIS FUGAX,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,DYTHEMIS,3,3,1991,1991,3,
ERYTHEMIS,0301,Genus,FALSE,ERYTHEMIS,ERYTHEMIS,ERYTHEMIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHEMIS,12,12,2006,2018,2,10
ERYTHEMIS SIMPLICICOLLIS,1043,Species,FALSE,ERYTHEMIS SIMPLICICOLLIS,ERYTHEMIS,ERYTHEMIS SIMPLICICOLLIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHEMIS,35,30,1980,2019,15,20
ERYTHRODIPLAX UMBRATA,0335,Species,FALSE,ERYTHRODIPLAX UMBRATA,ERYTHRODIPLAX,ERYTHRODIPLAX UMBRATA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHRODIPLAX,3,3,2006,2013,,3
LIBELLULA,0141,Genus,FALSE,LIBELLULA,LIBELLULA,LIBELLULA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,105,87,1980,2020,57,48
LIBELLULA LUCTUOSA,0462,Species,FALSE,LIBELLULA LUCTUOSA,LIBELLULA,LIBELLULA LUCTUOSA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,71,59,1980,2018,34,37
LIBELLULA PULCHELLA,0463,Species,FALSE,LIBELLULA PULCHELLA,LIBELLULA,LIBELLULA PULCHELLA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,29,27,1982,2017,14,15
LIBELLULA SATURATA,0327,Species,FALSE,LIBELLULA SATURATA,LIBELLULA,LIBELLULA SATURATA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,7,7,1991,2015,1,6
LIBELLULA VIBRANS,0299,Species,FALSE,LIBELLULA VIBRANS,LIBELLULA,LIBELLULA VIBRANS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,7,6,2006,2020,,7
PACHYDIPLAX LONGIPENNIS,0554,Species,FALSE,PACHYDIPLAX LONGIPENNIS,PACHYDIPLAX,PACHYDIPLAX LONGIPENNIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PACHYDIPLAX,26,25,1980,2018,6,20
PANTALA FLAVESCENS,1052,Species,FALSE,PANTALA FLAVESCENS,PANTALA,PANTALA FLAVESCENS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PANTALA,7,7,1980,2018,6,1
PANTALA HYMENAEA,1053,Species,FALSE,PANTALA HYMENAEA,PANTALA,PANTALA HYMENAEA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PANTALA,5,5,1993,2012,4,1
PERITHEMIS TENERA,0338,Species,FALSE,PERITHEMIS TENERA,PERITHEMIS,PERITHEMIS TENERA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PERITHEMIS,52,47,1980,2019,24,28
PLATHEMIS,0143,Genus,FALSE,PLATHEMIS,PLATHEMIS,PLATHEMIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PLATHEMIS,12,12,1980,2019,4,8
PLATHEMIS LYDIA,0142,Species,FALSE,PLATHEMIS LYDIA,PLATHEMIS,PLATHEMIS LYDIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PLATHEMIS,241,159,1980,2019,169,72
PLATHEMIS SUBORNATA,1054,Species,FALSE,PLATHEMIS SUBORNATA,PLATHEMIS,PLATHEMIS SUBORNATA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PLATHEMIS,5,5,1980,2012,4,1
SYMPETRUM,1348,Genus,FALSE,SYMPETRUM,SYMPETRUM,SYMPETRUM,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,SYMPETRUM,3,3,1992,2015,1,2
SYMPETRUM CORRUPTUM,1057,Species,FALSE,SYMPETRUM CORRUPTUM,SYMPETRUM,SYMPETRUM CORRUPTUM,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,SYMPETRUM,7,7,1985,2013,2,5
TRAMEA,0247,Genus,FALSE,TRAMEA,TRAMEA,TRAMEA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,TRAMEA,4,4,2006,2018,,4
PLECOPTERA,0481,Order,FALSE,PLECOPTERA,PLECOPTERA,PLECOPTERA,ARTHROPODA,INSECTA,PLECOPTERA,,,15,13,1983,2017,10,5
CAPNIIDAE,0408,Family,FALSE,CAPNIIDAE,CAPNIIDAE,CAPNIIDAE,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,,4,4,1986,2001,4,
ALLOCAPNIA,0290,Genus,FALSE,ALLOCAPNIA,ALLOCAPNIA,ALLOCAPNIA,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,ALLOCAPNIA,9,9,1986,2012,9,
