TaxaID_orig,KS_TAXACODE,Rank_orig,NonTarget,OTU_MMI,OTU_MMI_genus,OTU_BCG,PHYLUM,CLASS,ORDER,FAMILY,GENUS,NumSamp_All,NumSites_All,Yr_Min,Yr_Max,NumSamp_SB,NumSamp_SP
BIVALVIA,0488,Class,FALSE,BIVALVIA,BIVALVIA,BIVALVIA,MOLLUSCA,BIVALVIA,,,,4,3,2004,2017,1,3
CORBICULA FLUMINEA,1441,Species,FALSE,CORBICULA FLUMINEA,CORBICULA,CORBICULA FLUMINEA,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,651,182,1983,2020,484,167
DREISSENA POLYMORPHA,0064,Species,FALSE,DREISSENA POLYMORPHA,DREISSENA,DREISSENA POLYMORPHA,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,DREISSENA,70,32,2005,2019,56,14
PISIDIIDAE,0296,Family,FALSE,PISIDIIDAE,PISIDIIDAE,PISIDIIDAE,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,39,34,2007,2018,7,32
EUPERA CUBENSIS,1186,Species,FALSE,EUPERA CUBENSIS,EUPERA,EUPERA CUBENSIS,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,EUPERA,36,11,1990,2018,32,4
MUSCULIUM,0566,Genus,FALSE,MUSCULIUM,MUSCULIUM,MUSCULIUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,508,222,1980,2019,331,177
MUSCULIUM PARTUMEIUM,0365,Species,FALSE,MUSCULIUM PARTUMEIUM,MUSCULIUM,MUSCULIUM PARTUMEIUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,3,3,2011,2013,1,2
MUSCULIUM SECURIS,0223,Species,FALSE,MUSCULIUM SECURIS,MUSCULIUM,MUSCULIUM SECURIS,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,6,4,2006,2013,1,5
MUSCULIUM TRANSVERSUM,0442,Species,FALSE,MUSCULIUM TRANSVERSUM,MUSCULIUM,MUSCULIUM TRANSVERSUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,MUSCULIUM,686,203,2002,2020,542,144
PISIDIUM,0186,Genus,FALSE,PISIDIUM,PISIDIUM,PISIDIUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,PISIDIUM,81,65,1989,2019,29,52
PISIDIUM COMPRESSUM,0355,Species,FALSE,PISIDIUM COMPRESSUM,PISIDIUM,PISIDIUM COMPRESSUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,PISIDIUM,3,3,2011,2014,2,1
SPHAERIUM,0175,Genus,FALSE,SPHAERIUM,SPHAERIUM,SPHAERIUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,SPHAERIUM,660,184,1980,2018,609,51
SPHAERIUM SIMILE,0228,Species,FALSE,SPHAERIUM SIMILE,SPHAERIUM,SPHAERIUM SIMILE,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,SPHAERIUM,20,14,2006,2020,10,10
SPHAERIUM STRIATINUM,0441,Species,FALSE,SPHAERIUM STRIATINUM,SPHAERIUM,SPHAERIUM STRIATINUM,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,SPHAERIUM,27,18,2002,2015,15,12
CIPANGOPALUDINA JAPONICA,1440,Species,FALSE,CIPANGOPALUDINA JAPONICA,CIPANGOPALUDINA,CIPANGOPALUDINA JAPONICA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOS,VIVIPARIDAE,CIPANGOPALUDINA,2,2,2007,2007,1,1
ANCYLIDAE,0317,Family,FALSE,ANCYLIDAE,ANCYLIDAE,ANCYLIDAE,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,,12,12,2006,2017,8,4
FERRISSIA,0457,Genus,FALSE,FERRISSIA,FERRISSIA,FERRISSIA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,FERRISSIA,319,151,1980,2020,249,70
LYMNAEIDAE,0170,Family,FALSE,LYMNAEIDAE,LYMNAEIDAE,LYMNAEIDAE,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,,251,146,1980,2020,168,78
PSEUDOSUCCINEA COLUMELLA,0376,Species,FALSE,PSEUDOSUCCINEA COLUMELLA,PSEUDOSUCCINEA,PSEUDOSUCCINEA COLUMELLA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,PSEUDOSUCCINEA,11,11,2013,2019,7,4
PHYSIDAE,0235,Family,FALSE,PHYSIDAE,PHYSIDAE,PHYSIDAE,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PHYSIDAE,,20,18,2016,2017,,20
PHYSELLA,0171,Genus,FALSE,PHYSELLA,PHYSELLA,PHYSELLA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PHYSIDAE,PHYSELLA,1889,584,1980,2020,1356,533
PHYSELLA GYRINA,0382,Species,FALSE,PHYSELLA GYRINA,PHYSELLA,PHYSELLA GYRINA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PHYSIDAE,PHYSELLA,39,29,2014,2017,39,
PLANORBIDAE,0272,Family,FALSE,PLANORBIDAE,PLANORBIDAE,PLANORBIDAE,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,32,26,1998,2017,15,17
GYRAULUS,1154,Genus,FALSE,GYRAULUS,GYRAULUS,GYRAULUS,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,GYRAULUS,10,9,1980,2018,5,5
HELISOMA,0172,Genus,FALSE,HELISOMA,HELISOMA,HELISOMA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,HELISOMA,115,81,1980,2018,60,55
MENETUS,0240,Genus,FALSE,MENETUS,MENETUS,MENETUS,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,MENETUS,5,5,2006,2017,,5
PLANORBELLA,0133,Genus,FALSE,PLANORBELLA,PLANORBELLA,PLANORBELLA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,PLANORBELLA,125,100,2002,2020,45,80
PLANORBELLA TRIVOLVIS,0385,Species,FALSE,PLANORBELLA TRIVOLVIS,PLANORBELLA,PLANORBELLA TRIVOLVIS,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,PLANORBELLA,9,7,2015,2018,9,
PROMENETUS,0431,Genus,FALSE,PROMENETUS,PROMENETUS,PROMENETUS,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,PROMENETUS,11,11,1989,2015,7,4
HYDROBIIDAE,0128,Family,FALSE,HYDROBIIDAE,HYDROBIIDAE,HYDROBIIDAE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,,21,18,2005,2018,12,9
AMNICOLA LIMOSA,0942,Species,FALSE,AMNICOLA LIMOSA,AMNICOLA,AMNICOLA LIMOSA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,AMNICOLA,3,3,2014,2017,2,1
CINCINNATIA INTEGRA,0564,Species,FALSE,CINCINNATIA INTEGRA,CINCINNATIA,CINCINNATIA INTEGRA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,CINCINNATIA,64,29,1980,2018,53,11
PROBYTHINELLA EMARGINATA,1573,Species,FALSE,PROBYTHINELLA EMARGINATA,PROBYTHINELLA,PROBYTHINELLA EMARGINATA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,PROBYTHINELLA,4,1,2001,2004,4,
ELIMIA POTOSIENSIS,0173,Species,FALSE,ELIMIA POTOSIENSIS,ELIMIA,ELIMIA POTOSIENSIS,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,ELIMIA,53,3,1980,2018,47,6
PLEUROCERA ACUTA,1564,Species,FALSE,PLEUROCERA ACUTA,PLEUROCERA,PLEUROCERA ACUTA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,PLEUROCERA,21,3,1992,2018,21,
NEMATA,0218,Phylum,TRUE,DNI,DNI,DNI,NEMATA,,,,,9,9,2006,2017,3,6
GORDIIDAE,0277,Family,TRUE,DNI,DNI,DNI,NEMATOMORPHA,GORDIODEA,GORDIIDA,GORDIIDAE,,21,20,1981,2018,6,15
GORDIUS,0174,Genus,TRUE,DNI,DNI,DNI,NEMATOMORPHA,GORDIODEA,GORDIIDA,GORDIIDAE,GORDIUS,82,60,1980,2020,67,15
PLANARIIDAE,0282,Family,FALSE,PLANARIIDAE,PLANARIIDAE,PLANARIIDAE,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,,63,53,1980,2016,25,38
DUGESIA,0285,Genus,FALSE,DUGESIA,DUGESIA,DUGESIA,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,843,248,1982,2020,677,166
DUGESIA TIGRINA,0189,Species,FALSE,DUGESIA TIGRINA,DUGESIA,DUGESIA TIGRINA,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,2,2,1984,1984,2,
SPONGILLIDAE,0250,Family,TRUE,DNI,DNI,DNI,PORIFERA,DESMOSPONGIA,HAPLOSCLERIDA,SPONGILLIDAE,,5,5,2006,2014,,5
ACERPENNA,,Genus,FALSE,ACERPENNA,ACERPENNA,ACERPENNA,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,,,,,,
AGNETINA,,Genus,FALSE,AGNETINA,AGNETINA,AGNETINA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,AGNETINA,,,,,,
AMERCAENIS,,Genus,FALSE,AMERCAENIS,AMERCAENIS,AMERCAENIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,AMERCAENIS,,,,,,
AMERCAENIS/CAENIS,,Genus,FALSE,AMERCAENIS/CAENIS,AMERCAENIS/CAENIS,AMERCAENIS/CAENIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,AMERCAENIS/CAENIS,908,166,1980,2004,,
AMNICOLA,,Genus,FALSE,AMNICOLA,AMNICOLA,AMNICOLA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,AMNICOLA,,,,,,
AMPHINEMURA,,FALSE,FALSE,AMPHINEMURA,AMPHINEMURA,AMPHINEMURA,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,AMPHINEMURA,,,,,,
ANAX,,Genus,FALSE,ANAX,ANAX,ANAX,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,ANAX,,,,,,
ANCYRONYX,,Genus,FALSE,ANCYRONYX,ANCYRONYX,ANCYRONYX,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ANCYRONYX,,,,,,
ARCHILESTES,,Genus,FALSE,ARCHILESTES,ARCHILESTES,ARCHILESTES,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,ARCHILESTES,,,,,,
ARGIA FUMIPENNIS,,Species,FALSE,ARGIA FUMIPENNIS,ARGIA,ARGIA FUMIPENNIS,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,,,,,,
ARIGOMPHUS LENTULUS/GOMPHUS MILITARIS,,Species,FALSE,ARIGOMPHUS LENTULUS/GOMPHUS MILITARIS,ARIGOMPHUS LENTULUS/GOMPHUS MILITARIS,ARIGOMPHUS LENTULUS/GOMPHUS MILITARIS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,47,32,1980,2008,,
ATTANEURIA,,Genus,FALSE,ATTANEURIA,ATTANEURIA,ATTANEURIA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ATTANEURIA,,,,,,
BAETIS/FALLCEON/HETEROCLOEON/PLAUDITUS,,Genus,FALSE,BAETIS/FALLCEON/HETEROCLOEON/PLAUDITUS,BAETIS/FALLCEON/HETEROCLOEON/PLAUDITUS,BAETIS/FALLCEON/HETEROCLOEON/PLAUDITUS,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS/FALLCEON/HETEROCLOEON/PLAUDITUS,1046,163,1980,2004,,
BASIAESCHNA,,Genus,FALSE,BASIAESCHNA,BASIAESCHNA,BASIAESCHNA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BASIAESCHNA,,,,,,
FALLCEON,,Genus,FALSE,FALLCEON,FALLCEON,FALLCEON,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,FALLCEON,,,,,,
GOMPHURUS,,Genus,FALSE,GOMPHURUS,GOMPHURUS,GOMPHURUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHURUS,,,,,,
HAEMOPIDAE,,Family,FALSE,HAEMOPIDAE,HAEMOPIDAE,HAEMOPIDAE,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,,,,,,,
HAGENIUS,,Genus,FALSE,HAGENIUS,HAGENIUS,HAGENIUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,HAGENIUS,,,,,,
HETERELMIS,,Genus,FALSE,HETERELMIS,HETERELMIS,HETERELMIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,HETERELMIS,,,,,,
HIRUDINIDAE,,Family,FALSE,HIRUDINIDAE,HIRUDINIDAE,HIRUDINIDAE,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,,,,,,,
HYALELLA,,Genus,FALSE,HYALELLA,HYALELLA,HYALELLA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,,,,,,
HYDROCANTHUS,,Genus,FALSE,HYDROCANTHUS,HYDROCANTHUS,HYDROCANTHUS,ARTHROPODA,INSECTA,COLEOPTERA,NOTERIDAE,HYDROCANTHUS,,,,,,
HYDROPORINI,,Tribe,FALSE,HYDROPORINI,HYDROPORINI,HYDROPORINI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORINI,366,143,1980,2008,,
HYDROPORUS,,Genus,FALSE,HYDROPORUS,HYDROPORUS,HYDROPORUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HYDROPORUS,,,,,,
LEUCROCUTA,,Genus,FALSE,LEUCROCUTA,LEUCROCUTA,LEUCROCUTA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,LEUCROCUTA,,,,,,
MACCAFFERTIUM MEXICANUM,,Species,FALSE,MACCAFFERTIUM MEXICANUM,MACCAFFERTIUM,MACCAFFERTIUM MEXICANUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,MACCAFFERTIUM,,,,,,
NASIAESCHNA,,Genus,FALSE,NASIAESCHNA,NASIAESCHNA,NASIAESCHNA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,NASIAESCHNA,,,,,,
NEOGERRIS,,Genus,FALSE,NEOGERRIS,NEOGERRIS,NEOGERRIS,ARTHROPODA,INSECTA,HEMIPTERA,GERRIDAE,NEOGERRIS,,,,,,
NEPA,,Genus,FALSE,NEPA,NEPA,NEPA,ARTHROPODA,INSECTA,HEMIPTERA,NEPIDAE,NEPA,,,,,,
OPHIOGOMPHUS,,Genus,FALSE,OPHIOGOMPHUS,OPHIOGOMPHUS,OPHIOGOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,OPHIOGOMPHUS,,,,,,
PACHYDIPLAX,,Genus,FALSE,PACHYDIPLAX,PACHYDIPLAX,PACHYDIPLAX,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PACHYDIPLAX,,,,,,
PALAEMONETES,,Genus,FALSE,PALAEMONETES,PALAEMONETES,PALAEMONETES,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,PALAEMONETES,,,,,,
PALMACORIXA NANA,,Species,FALSE,PALMACORIXA NANA,PALMACORIXA,PALMACORIXA NANA,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,PALMACORIXA,,,,,,
PANTALA,,Genus,FALSE,PANTALA,PANTALA,PANTALA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PANTALA,,,,,,
PARAGNETINA,,Genus,FALSE,PARAGNETINA,PARAGNETINA,PARAGNETINA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PARAGNETINA,,,,,,
PELOCORIS,,Genus,FALSE,PELOCORIS,PELOCORIS,PELOCORIS,ARTHROPODA,INSECTA,HEMIPTERA,NAUCORIDAE,PELOCORIS,,,,,,
PELONOMUS,,Genus,FALSE,PELONOMUS,PELONOMUS,PELONOMUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,PELONOMUS,,,,,,
PELTODYTES DUODECIMPUNCTATUS/LENGI,,Species,FALSE,PELTODYTES DUODECIMPUNCTATUS/LENGI,PELTODYTES DUODECIMPUNCTATUS/LENGI,PELTODYTES DUODECIMPUNCTATUS/LENGI,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,PELTODYTES,27,16,1981,2011,,
PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,,Species,FALSE,PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,PELTODYTES,233,126,1980,2011,,
PERITHEMIS,,Genus,FALSE,PERITHEMIS,PERITHEMIS,PERITHEMIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PERITHEMIS,,,,,,
PHAENOPSECTRA/TRIBELOS,,Genus,FALSE,PHAENOPSECTRA/TRIBELOS,PHAENOPSECTRA/TRIBELOS,PHAENOPSECTRA/TRIBELOS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PHAENOPSECTRA/TRIBELOS,334,147,1980,2009,,
PLEUROCERA,,Genus,FALSE,PLEUROCERA,PLEUROCERA,PLEUROCERA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,PLEUROCERA,,,,,,
POTAMYIA,,Genus,FALSE,POTAMYIA,POTAMYIA,POTAMYIA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,POTAMYIA,,,,,,
PROBYTHINELLA,,Genus,FALSE,PROBYTHINELLA,PROBYTHINELLA,PROBYTHINELLA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,PROBYTHINELLA,,,,,,
PROCAMBARUS,,Genus,FALSE,PROCAMBARUS,PROCAMBARUS,PROCAMBARUS,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,PROCAMBARUS,,,,,,
PROGOMPHUS,,Genus,FALSE,PROGOMPHUS,PROGOMPHUS,PROGOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,PROGOMPHUS,,,,,,
PSEUDIRON,,Genus,FALSE,PSEUDIRON,PSEUDIRON,PSEUDIRON,ARTHROPODA,INSECTA,EPHEMEROPTERA,PSEUDIRONIDAE,PSEUDIRON,,,,,,
PSEUDOSUCCINEA,,Genus,FALSE,PSEUDOSUCCINEA,PSEUDOSUCCINEA,PSEUDOSUCCINEA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,PSEUDOSUCCINEA,,,,,,
STEINOVELIA,,Genus,FALSE,STEINOVELIA,STEINOVELIA,STEINOVELIA,ARTHROPODA,INSECTA,HEMIPTERA,VELIIDAE,STEINOVELIA,,,,,,
STELECHOMYIA,,Genus,FALSE,STELECHOMYIA,STELECHOMYIA,STELECHOMYIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,STELECHOMYIA,,,,,,
STENACRON,,Genus,FALSE,STENACRON,STENACRON,STENACRON,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,STENACRON,,,,,,
STENONEMA,,Genus,FALSE,STENONEMA,STENONEMA,STENONEMA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,STENONEMA,,,,,,
STENONEMA/MACCAFFERTIUM,2009,Genus,FALSE,STENONEMA/MACCAFFERTIUM,STENONEMA/MACCAFFERTIUM,STENONEMA/MACCAFFERTIUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,STENONEMA/MCCAFFERTIUM,13,12,1980,2004,,
THERMONECTUS NIGROFASCIATUS,,Species,FALSE,THERMONECTUS NIGROFASCIATUS,THERMONECTUS,THERMONECTUS NIGROFASCIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,THERMONECTUS,,,,,,
THIENEMANNIMYIA GROUP,,Genus,FALSE,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,THIENEMANNIMYIA GROUP,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,THIENEMANNIMYIA GROUP,,,,,,
ZEALEUCTRA,,Genus,FALSE,ZEALEUCTRA,ZEALEUCTRA,ZEALEUCTRA,ARTHROPODA,INSECTA,PLECOPTERA,LEUCTRIDAE,ZEALEUCTRA,,,,,,
