TaxaID,Rank,Slash,NonTarget,BCG_sens,Habit_CBCN,Order_EPT,Volt_semi,TolVal,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,ORDER,FAMILY,GENUS,KBGENSPE,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
CAECIDOTEA,Genus,,FALSE,,,,,6,4,4_worse,CG,IA; MODNR; OK; MN; NRSA,SP,OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,CAECIDOTEA,CAECIDOTEA,,,,,,,,,,6
LUMBRICULIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,NE; MODNR; OK; MN,BU,NE; OK; MN,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,,,,,,,,,,,,
CORYDALIDAE,Family,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; ;,CN,IA; OK; MN,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,,,2,2,3,2,3,3,2,3,2.5,
CHAULIODES,Genus,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,CHAULIODES,2,2,2,2,3,4,2,4,2.5,4
CHAULIODES RASTRICORNIS,Species,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,CHAULIODES RASTRICORNIS,2,2,2,2,3,4,2,4,2.5,4
SIALIS,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,SIALIDAE,SIALIS,SIALIS,3,2,5,2,4,4,2,5,3.333333333,4
CORYDALUS CORNUTUS,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CN,IA; MN; Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALUS,CORYDALUS CORNUTUS,2,2,5,2,3,3,2,5,2.833333333,4
HYDROBIIDAE,Family,,FALSE,,yes,,,5,4,4_middle,SC,IA; NE; MODNR; OK; MN,CB,OK; MN,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,,,,,,,,,,,,
ELIMIA POTOSIENSIS,Species,,FALSE,yes,yes,,,4,4,4_better,SC,OK; NRSA,CB,NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,ELIMIA,ELIMIA POTOSIENSIS,,,,,,,,,,4
PLEUROCERA ACUTA,Species,,FALSE,yes,yes,,,4,4,4_better,SC,IA; OK; MN; NRSA,CB,MN; NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,PLEUROCERA,PLEUROCERA ACUTA,,,,,,,,,,4
AMNICOLA LIMOSA,Species,,FALSE,,yes,,,5,4,4_middle,SC,IA; OK; MN,CB,MN,NA,,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,AMNICOLA,AMNICOLA LIMOSA,,,,,,,,,,4
CINCINNATIA INTEGRA,Species,,FALSE,,,,,5,4,4_middle,SC,OK,NA,,NA,,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,CINCINNATIA,CINCINNATIA INTEGRA,,,,,,,,,,4
ENALLAGMA,Genus,,FALSE,,yes,,,6,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,IA; NE; OK; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA,3,5,1,3,3,3,1,5,3,6
ENALLAGMA BASIDENS,Species,,FALSE,,yes,,,6,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA BASIDENS,3,5,2,3,3,3,2,5,3.166666667,6
ENALLAGMA EXSULANS,Species,,FALSE,,yes,,,6,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA EXSULANS,,,,,,,,,,6
ENALLAGMA TRIVIATUM,Species,,FALSE,,yes,,,6,4,4_worse,PR,Tward; NRSA,CB,Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA TRIVIATUM,,,,,,,,,,6
ERYTHRODIPLAX UMBRATA,Species,,FALSE,,yes,,,5,4,4_middle,PR,Tward,CB,Tward,multi,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHRODIPLAX,ERYTHRODIPLAX UMBRATA,,,,,,,,,,4
BOYERIA,Genus,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN",IA; NE; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BOYERIA,BOYERIA,1,4,1,3,3,4,1,4,2.666666667,4
BOYERIA VINOSA,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,"CB,CN",IA; NE; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BOYERIA,BOYERIA VINOSA,1,4,1,3,3,4,1,4,2.666666667,4
ANAX JUNIUS,Species,,FALSE,,yes,,,6,4,4_worse,PR,IA; NE; OK; MN; Tward; NRSA,"CB,CN",IA; NE; MN; Tward; NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,ANAX,ANAX JUNIUS,3,4,1,3,3,4,1,4,3,4
ERYTHEMIS,Genus,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,SP",NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHEMIS,ERYTHEMIS,3,3,3,2,3,5,2,5,3.166666667,4
ERYTHEMIS SIMPLICICOLLIS,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,"CB,SP",NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHEMIS,ERYTHEMIS SIMPLICICOLLIS,3,3,3,2,3,5,2,5,3.166666667,4
PACHYDIPLAX LONGIPENNIS,Species,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; MN; NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PACHYDIPLAX,PACHYDIPLAX LONGIPENNIS,4,3,2,2,3,4,2,4,3,4
CALOPTERYGIDAE,Family,,FALSE,,yes,,,5,4,4_middle,PR,IA; MODNR; OK; MN; NRSA,CB,IA; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,,,2,2,1,2,3,3,1,3,2.166666667,
PLATHEMIS,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward;,SP,NE; MODNR; MN; Tward,NA,,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PLATHEMIS,PLATHEMIS,3,3,4,3,3,3,3,4,3.166666667,4
PLATHEMIS LYDIA,Species,,FALSE,,,,,5,4,4_middle,PR,IA; OK; MN; Tward,SP,MN; Tward,NA,,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PLATHEMIS,PLATHEMIS LYDIA,4,3,5,3,3,3,3,5,3.5,4
PLATHEMIS SUBORNATA,Species,,FALSE,,,,,5,4,4_middle,PR,OK; Tward,SP,Tward,NA,,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PLATHEMIS,PLATHEMIS SUBORNATA,2,3,2,3,3,3,2,3,2.666666667,4
GOMPHIDAE,Family,,FALSE,,,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,BU,IA; NE; MODNR; OK; MN; NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,3,2,1,3,3,4,1,4,2.666666667,
ARIGOMPHUS,Genus,,FALSE,,,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,ARIGOMPHUS,2,2,1,3,3,5,1,5,2.666666667,4
DROMOGOMPHUS,Genus,,FALSE,yes,,,yes,4,4,4_better,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,DROMOGOMPHUS,3,2,1,3,3,4,1,4,2.666666667,4
GOMPHUS,Genus,,FALSE,,,,yes,5,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHUS,GOMPHUS,3,2,1,3,3,5,1,5,2.833333333,4
ARIGOMPHUS LENTULUS,Species,,FALSE,,,,yes,5,4,4_middle,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,ARIGOMPHUS LENTULUS,2,2,1,3,3,5,1,5,2.666666667,4
ARIGOMPHUS LENTULUS/GOMPHUS MILITARIS,Species,Slash,FALSE,,,,yes,5,4,4_middle,PR,NRSA based on genus,BU,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,ARIGOMPHUS LENTULUS/GOMPHUS MILITARIS,,,,,,,,,,
ARIGOMPHUS SUBMEDIANUS,Species,,FALSE,,,,yes,5,4,4_middle,PR,OK; MN; Tward; NRSA,BU,MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ARIGOMPHUS,ARIGOMPHUS SUBMEDIANUS,2,2,1,3,3,5,1,5,2.666666667,4
DROMOGOMPHUS SPINOSUS,Species,,FALSE,yes,,,yes,4,4,4_better,PR,IA; OK; MN; Tward; NRSA,BU,IA; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,DROMOGOMPHUS SPINOSUS,3,2,1,3,3,4,1,4,2.666666667,4
DROMOGOMPHUS SPOLIATUS,Species,,FALSE,yes,,,yes,4,4,4_better,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,DROMOGOMPHUS SPOLIATUS,3,2,1,3,3,4,1,4,2.666666667,4
ERPETOGOMPHUS DESIGNATUS,Species,,FALSE,yes,,,yes,4,4,4_better,PR,NE; OK; MN; Tward; NRSA,BU,NE; MN; Tward; NRSA,semi,Tward,warm,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ERPETOGOMPHUS,ERPETOGOMPHUS DESIGNATUS,2,2,1,3,3,4,1,4,2.5,4
GOMPHUS EXTERNUS,Species,,FALSE,,,,yes,5,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHUS,GOMPHUS EXTERNUS,3,2,1,3,3,5,1,5,2.833333333,4
GOMPHUS VASTUS,Species,,FALSE,,,,yes,5,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHUS,GOMPHUS VASTUS,2,2,1,3,3,5,1,5,2.666666667,4
GOMPHUS GRASLINELLUS,Species,,FALSE,,,,yes,5,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHUS,GOMPHUS GRASLINELLUS,3,2,1,3,3,5,1,5,2.833333333,4
GOMPHUS MILITARIS,Species,,FALSE,,,,yes,5,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHUS,GOMPHUS MILITARIS,3,2,1,3,3,5,1,5,2.833333333,4
STYLURUS,Genus,,FALSE,,,,yes,5,4,4_middle,"PR,CG",IA; MODNR; OK; MN; Tward; NRSA,"BU,SP",NE; MODNR; MN; Tward; NRSA; IA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,STYLURUS,2,2,1,3,3,3,1,3,2.333333333,4
STYLURUS AMNICOLA,Species,,FALSE,,,,yes,5,4,4_middle,"PR,CG",IA; Tward; NRSA,"BU,SP",Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,STYLURUS AMNICOLA,3,2,1,3,3,3,1,3,2.5,4
STYLURUS INTRICATUS,Species,,FALSE,,,,yes,5,4,4_middle,"PR,CG",Tward; NRSA,"BU,SP",Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,STYLURUS INTRICATUS,2,2,1,3,3,3,1,3,2.333333333,4
STYLURUS PLAGIATUS,Species,,FALSE,,,,yes,5,4,4_middle,"PR,CG",IA; OK; Tward; NRSA,"BU,SP",Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,STYLURUS,STYLURUS PLAGIATUS,2,2,1,3,3,5,1,5,2.666666667,4
AESHNA,Genus,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,AESHNA,AESHNA,3,4,1,3,3,4,1,4,3,4
AESHNA UMBROSA,Species,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,AESHNA,AESHNA UMBROSA,3,4,1,3,3,4,1,4,3,4
CALOPTERYX MACULATA,Species,,FALSE,,yes,,yes,6,4,4_worse,PR,IA; NE; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYX,CALOPTERYX MACULATA,2,2,2,2,3,3,2,3,2.333333333,4
NASIAESCHNA PENTACANTHA,Species,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,NASIAESCHNA,NASIAESCHNA PENTACANTHA,1,4,2,3,3,3,1,4,2.666666667,4
HETAERINA,Genus,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN",NE; OK; MN; Tward; NRSA,semi,Tward,warm,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,HETAERINA,3,2,1,2,3,3,1,3,2.333333333,4
HETAERINA AMERICANA,Species,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,"CB,CN",NE; MN; Tward; NRSA,semi,Tward,warm,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,HETAERINA AMERICANA,3,2,1,2,4,3,1,4,2.5,4
HETAERINA TITIA,Species,,FALSE,,yes,,yes,5,4,4_middle,PR,OK; MN; Tward; NRSA,"CB,CN",MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,HETAERINA TITIA,,,,,,,,,,4
MACROMIA,Genus,,FALSE,,,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,MACROMIA,3,3,1,2,2,4,1,4,2.5,4
MACROMIA ILLINOIENSIS,Species,,FALSE,,,,yes,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,MACROMIA ILLINOIENSIS,3,3,2,2,2,4,2,4,2.666666667,4
MACROMIA TAENIOLATA,Species,,FALSE,,,,yes,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,MACROMIA,MACROMIA TAENIOLATA,2,3,1,2,2,4,1,4,2.333333333,4
SOMATOCHLORA,Genus,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"SP,CB",MODNR; OK; MN; Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,SOMATOCHLORA,SOMATOCHLORA,1,3,1,3,3,3,1,3,2.333333333,4
SOMATOCHLORA LINEARIS,Species,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; Tward; NRSA,"SP,CB",Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,SOMATOCHLORA,SOMATOCHLORA LINEARIS,1,3,1,3,3,3,1,3,2.333333333,4
PROGOMPHUS OBSCURUS,Species,,FALSE,yes,,,,5,4,4_better,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; ; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,PROGOMPHUS,PROGOMPHUS OBSCURUS,2,2,1,3,3,3,1,3,2.333333333,4
COENAGRIONIDAE,Family,,FALSE,,yes,,,6,4,4_worse,PR,IA; NE; MODNR; OK; MN; NRSA,CB,IA; NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,,3,4,1,3,3,3,1,4,2.833333333,
CORDULIIDAE,Family,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,CB,IA; NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,,2,3,1,3,3,3,1,3,2.5,
EPITHECA,Genus,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA,,,,,,,,,,4
ISCHNURA,Genus,,FALSE,,yes,,,6,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ISCHNURA,ISCHNURA,3,4,1,3,3,3,1,4,2.833333333,6
LESTES,Genus,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,LESTES,LESTES,3,5,1,3,3,3,1,5,3,3
NEUROCORDULIA,Genus,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,NEUROCORDULIA,NEUROCORDULIA,2,3,1,3,3,3,1,3,2.5,4
ARCHILESTES GRANDIS,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward,CB,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,ARCHILESTES,ARCHILESTES GRANDIS,3,5,1,3,3,4,1,5,3.166666667,3
EPITHECA CYNOSURA,Species,,FALSE,,yes,,,5,4,4_middle,PR,Tward; NRSA,CB,Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA CYNOSURA,,,,,,,,,,4
EPITHECA PETECHIALIS,Species,,FALSE,,yes,,,5,4,4_middle,PR,OK; Tward; NRSA,CB,Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA PETECHIALIS,,,,,,,,,,4
EPITHECA PRINCEPS,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA PRINCEPS,,,,,,,,,,4
NEUROCORDULIA MOLESTA,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,NEUROCORDULIA,NEUROCORDULIA MOLESTA,2,3,1,3,3,3,1,3,2.5,4
NEUROCORDULIA XANTHOSOMA,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,NEUROCORDULIA,NEUROCORDULIA XANTHOSOMA,1,3,1,3,3,3,1,3,2.333333333,4
AESHNIDAE,Family,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; ;,"CB,CN",NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,,,2,4,1,3,3,4,1,4,2.833333333,
ARGIA,Genus,,FALSE,,yes,,,6,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN",NE; OK; MN; NRSA; Tward; MO,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,2,4,2,3,3,3,2,4,2.833333333,6
ARGIA APICALIS,Species,,FALSE,,yes,,,6,4,4_worse,PR,IA; MN; Tward; NRSA,"CB,CN",MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA APICALIS,3,4,2,3,3,3,2,4,3,6
ARGIA BIPUNCTULATA,Species,,FALSE,,yes,,,6,4,4_worse,PR,NE; OK; MN; Tward; NRSA,"CB,CN",MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA BIPUNCTULATA,1,4,1,3,3,3,1,4,2.5,6
ARGIA FUMIPENNIS VIOLACEA,Species,,FALSE,,yes,,,6,4,4_worse,PR,NE; OK; Tward; NRSA,"CB,CN",NE; NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA FUMIPENNIS VIOLACEA,,,,,,,,,,6
ARGIA MOESTA,Species,,FALSE,,yes,,,6,4,4_worse,PR,IA; OK; MN; Tward; NRSA,"CB,CN",MN; NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA MOESTA,3,4,3,3,3,4,3,4,3.333333333,6
BASIAESCHNA JANATA,Species,,FALSE,yes,yes,,,4,4,4_better,PR,IA; MODNR; OK; MN; Tward; NRSA,"CB,CN",IA; MN; Tward; NRSA; MO,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BASIAESCHNA,BASIAESCHNA JANATA,2,4,1,3,3,2,1,4,2.5,4
LIBELLULIDAE,Family,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SP,IA; NE; MODNR; OK; MN; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,,,3,3,2,2,3,4,2,4,2.833333333,
LIBELLULA,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,LIBELLULA,3,3,2,2,3,4,2,4,2.833333333,4
SYMPETRUM,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,SYMPETRUM,SYMPETRUM,3,3,2,2,3,3,2,3,2.666666667,4
TRAMEA,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; MODNR; OK; MN; Tward; NRSA,SP,MODNR; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,TRAMEA,TRAMEA,3,3,2,2,3,4,2,4,2.833333333,4
LIBELLULA LUCTUOSA,Species,,FALSE,,,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,LIBELLULA LUCTUOSA,4,3,2,2,3,4,2,4,3,4
LIBELLULA PULCHELLA,Species,,FALSE,,,,,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,LIBELLULA PULCHELLA,4,3,2,2,3,4,2,4,3,4
