TaxaID,Rank,Slash,NonTarget,BCG_sens,Habit_CBCN,Order_EPT,Volt_semi,TolVal,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,ORDER,FAMILY,GENUS,KBGENSPE,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
LIBELLULA SATURATA,Species,,FALSE,,,,,5,4,4_middle,PR,OK; Tward; NRSA,SP,Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,LIBELLULA SATURATA,3,3,2,2,3,4,2,4,2.833333333,4
LIBELLULA VIBRANS,Species,,FALSE,,,,,5,4,4_middle,PR,MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULA,LIBELLULA VIBRANS,2,3,2,2,3,4,2,4,2.666666667,4
PANTALA FLAVESCENS,Species,,FALSE,,,,,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PANTALA,PANTALA FLAVESCENS,3,3,2,2,3,4,2,4,2.833333333,4
PANTALA HYMENAEA,Species,,FALSE,,,,,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PANTALA,PANTALA HYMENAEA,3,3,2,2,3,4,2,4,2.833333333,4
PERITHEMIS TENERA,Species,,FALSE,,,,,5,4,4_middle,PR,NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PERITHEMIS,PERITHEMIS TENERA,3,3,2,2,3,4,2,4,2.833333333,4
SYMPETRUM CORRUPTUM,Species,,FALSE,,,,,5,4,4_middle,PR,MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,SYMPETRUM,SYMPETRUM CORRUPTUM,3,3,2,2,3,3,2,3,2.666666667,4
PERLIDAE,Family,,FALSE,yes,yes,yes,yes,4,4,4_better,PR,IA; NE; MODNR; OK; MN; NRSA,CN,OK; MN,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,1,2,1,1,2,3,1,3,1.666666667,
PTERONARCYS,Genus,,FALSE,yes,yes,yes,yes,4,4,4_better,SH,IA; NE; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,PLECOPTERA,PTERONARCYIDAE,PTERONARCYS,PTERONARCYS,1,3,3,2,3,3,1,3,2.5,2
PTERONARCYS PICTETII,Species,,FALSE,yes,yes,yes,yes,4,4,4_better,SH,NRSA,CN,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,PLECOPTERA,PTERONARCYIDAE,PTERONARCYS,PTERONARCYS PICTETII,1,3,3,2,3,3,1,3,2.5,2
PERLESTA,Genus,,FALSE,,yes,yes,,4,4,4_middle,PR,IA; NE; MODNR; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLESTA,PERLESTA,2,2,2,1,3,3,1,3,2.166666667,2
HELOBDELLA,Genus,,FALSE,,,,,7,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; NRSA,multi,NRSA,,FALSE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,HELOBDELLA,HELOBDELLA,,,,,,,,,,9
HELOBDELLA FUSCA,Species,,FALSE,,,,,7,4,4_worse,PR,IA; NE; MN; NRSA,SP,NRSA; mixed,multi,NRSA,,FALSE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,HELOBDELLA,HELOBDELLA FUSCA,,,,,,,,,,9
GLOSSIPHONIIDAE,Family,,FALSE,,,,,7,4,4_worse,PR,IA; NE; OK; MN; NRSA,SP,NRSA; mixed,"multi,uni",NRSA,,FALSE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,,,,,,,,,,9
PLACOBDELLA,Genus,,FALSE,,,,,7,4,4_worse,PR,IA; NE; MN; NRSA,SP,OK; NRSA,NA,,,FALSE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,PLACOBDELLA,PLACOBDELLA,,,,,,,,,,9
PLACOBDELLA PARASITICA,Species,,FALSE,,,,,7,4,4_worse,PR,IA; NE; MN; NRSA,SP,NRSA,NA,,,FALSE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,PLACOBDELLA,PLACOBDELLA PARASITICA,,,,,,,,,,9
CHEUMATOPSYCHE,Genus,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3,3,3,2,3,3,2,3,2.833333333,4
POTAMYIA FLAVA,Species,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,POTAMYIA,POTAMYIA FLAVA,2,3,2,2,2,3,2,3,2.333333333,4
HYDROPTILIDAE,Family,,FALSE,,yes,yes,,5,4,4_middle,"SC,PH",NE; MODNR; OK; NRSA; Tward,CB,IA; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,3,2,2,1,2,3,1,3,2.166666667,
LEPTOCERIDAE,Family,,FALSE,,yes,yes,,5,4,4_middle,CG,NE; MODNR; OK; MN,CB,IA; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,,,2,3,1,2,2,3,1,3,2.166666667,
LIMNEPHILIDAE,Family,,FALSE,,yes,yes,,5,4,4_middle,SH,NE; MODNR; OK; MN; NRSA,CB,OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,2,3,1,2,3,2,1,3,2.166666667,
IRONOQUIA,Genus,,FALSE,,yes,yes,,5,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,CN,SP",NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,IRONOQUIA,IRONOQUIA,2,3,2,2,3,2,2,3,2.333333333,4
IRONOQUIA PUNCTATISSIMA,Species,,FALSE,,yes,yes,,5,4,4_middle,SH,NE; Tward; NRSA,"CB,CN,SP",NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,IRONOQUIA,IRONOQUIA PUNCTATISSIMA,2,3,2,2,3,2,2,3,2.333333333,4
NECTOPSYCHE,Genus,,FALSE,,yes,yes,,5,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",OK; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,NECTOPSYCHE,3,3,2,2,2,3,2,3,2.5,4
NECTOPSYCHE CANDIDA,Species,,FALSE,,yes,yes,,5,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,NECTOPSYCHE CANDIDA,3,3,2,2,3,3,2,3,2.666666667,4
NECTOPSYCHE DIARINA,Species,,FALSE,,yes,yes,,6,4,4_worse,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,NECTOPSYCHE DIARINA,3,3,2,2,3,3,2,3,2.666666667,4
NECTOPSYCHE EXQUISITA,Species,,FALSE,,yes,yes,,5,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,NECTOPSYCHE EXQUISITA,2,3,2,2,1,3,1,3,2.166666667,4
HYDROPSYCHIDAE,Family,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; MODNR; OK; MN; ;,CN,NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,3,3,2,2,3,3,2,3,2.666666667,
POLYCENTROPODIDAE,Family,,FALSE,,yes,yes,,5,4,4_middle,CF,MODNR; OK; MN,CN,IA; NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,,2,3,2,2,2,2,2,3,2.166666667,
BRACHYCENTRUS,Genus,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; MODNR; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS,1,3,2,2,3,4,1,4,2.5,4
CERATOPSYCHE,Genus,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; MODNR; OK; MN; Tward;,CN,IA; NE; OK; MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE,,,,,,,,,,4
HELICOPSYCHE,Genus,,FALSE,,yes,yes,,5,4,4_middle,SC,IA; NE; MODNR; OK; MN; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,HELICOPSYCHE,2,2,1,2,3,1,1,3,1.833333333,4
HYDROPSYCHE,Genus,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE,3,3,1,1,3,3,1,3,2.333333333,4
HYDROPTILA,Genus,,FALSE,,yes,yes,,5,4,4_middle,"SC,PH",NE; MODNR; OK; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA,3,2,3,1,3,3,1,3,2.5,4
MAYATRICHIA,Genus,,FALSE,,yes,yes,,5,4,4_middle,SC,IA; NE; MN; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,MAYATRICHIA,MAYATRICHIA,1,2,1,1,3,2,1,3,1.666666667,4
NEOTRICHIA,Genus,,FALSE,,yes,yes,,5,4,4_middle,SC,MODNR; OK; MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,NEOTRICHIA,NEOTRICHIA,3,2,1,1,2,2,1,3,1.833333333,4
NEURECLIPSIS,Genus,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NEURECLIPSIS,NEURECLIPSIS,2,3,1,2,2,3,1,3,2.166666667,4
NYCTIOPHYLAX,Genus,,FALSE,,yes,yes,,5,4,4_middle,PR,IA; MODNR; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NYCTIOPHYLAX,NYCTIOPHYLAX,2,3,1,2,2,2,1,3,2,4
PTILOSTOMIS,Genus,,FALSE,,yes,yes,,5,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,PHRYGANEIDAE,PTILOSTOMIS,PTILOSTOMIS,,,,,,,,,,4
BRACHYCENTRUS NUMEROSUS,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; MODNR; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS NUMEROSUS,1,3,2,2,3,4,1,4,2.5,4
CERATOPSYCHE MOROSA,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; OK; MN; Tward,CN,NE; MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE MOROSA,,,,,,,,,,4
CYRNELLUS FRATERNUS,Species,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,CYRNELLUS,CYRNELLUS FRATERNUS,3,2,2,1,3,2,1,3,2.166666667,4
HELICOPSYCHE BOREALIS,Species,,FALSE,,yes,yes,,5,4,4_middle,SC,IA; NE; OK; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,HELICOPSYCHE BOREALIS,2,2,1,2,3,1,1,3,1.833333333,4
HELICOPSYCHE PIORA,Species,,FALSE,,yes,yes,,5,4,4_middle,SC,NE; OK; Tward,CN,NE; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,HELICOPSYCHE PIORA,2,2,1,2,3,1,1,3,1.833333333,4
HYDROPSYCHE ARINALE,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE ARINALE,2,3,1,1,2,3,1,3,2,4
HYDROPSYCHE BETTENI,Species,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,cool,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE BETTENI,3,3,3,1,3,3,1,3,2.666666667,4
HYDROPSYCHE BIDENS,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE BIDENS,3,3,1,1,3,3,1,3,2.333333333,4
HYDROPSYCHE BIDENS/ORRIS,Species,Slash,FALSE,,yes,yes,,5,4,4_middle,CF,Tward; NRSA,CN,Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE BIDENS/ORRIS,,,,,,,,,,4
HYDROPSYCHE ORRIS,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE ORRIS,3,3,2,1,3,3,1,3,2.5,4
HYDROPSYCHE SCALARIS,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE SCALARIS,3,3,1,1,2,3,1,3,2.166666667,4
HYDROPSYCHE SIMULANS,Species,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE SIMULANS,3,3,2,1,3,3,1,3,2.5,4
HYDROPSYCHE VALANIS,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,OK; MN; Tward; NRSA,CN,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE VALANIS,2,3,1,1,3,3,1,3,2.166666667,4
MAYATRICHIA AYAMA,Species,,FALSE,,yes,yes,,5,4,4_middle,SC,IA; NE; MN; Tward,CN,IA; NE; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,MAYATRICHIA,MAYATRICHIA AYAMA,1,2,1,1,3,2,1,3,1.666666667,4
NEURECLIPSIS CREPUSCULARIS,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,OK; MN; Tward; NRSA,CN,Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NEURECLIPSIS,NEURECLIPSIS CREPUSCULARIS,,,,,,,,,,4
NYCTIOPHYLAX AFFINIS,Species,,FALSE,,yes,yes,,5,4,4_middle,PR,Tward; NRSA,CN,Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,NYCTIOPHYLAX,NYCTIOPHYLAX AFFINIS,2,3,1,2,2,2,1,3,2,4
OCHROTRICHIA,Genus,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,"CN,CB",NRSA; Tward; MN; OK; NE,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,OCHROTRICHIA,OCHROTRICHIA,3,2,2,1,2,4,1,4,2.333333333,4
CERACLEA,Genus,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,"CN,SP",IA; MODNR; MN; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA,2,2,1,1,1,4,1,4,1.833333333,4
OECETIS,Genus,,FALSE,,yes,yes,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CN,SP",MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,2,3,1,2,3,3,1,3,2.333333333,4
CERACLEA ANCYLUS,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA ANCYLUS,2,2,1,1,1,4,1,4,1.833333333,4
CERACLEA FLAVA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA FLAVA,2,2,1,1,1,4,1,4,1.833333333,4
CERACLEA MACULATA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; MN; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA MACULATA,3,2,2,1,2,4,1,4,2.333333333,4
CERACLEA NEFFI,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA NEFFI,2,2,2,1,1,4,1,4,2,4
CERACLEA NEPHA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA NEPHA,2,2,2,1,1,4,1,4,2,4
CERACLEA SPONGILLOVORAX,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA SPONGILLOVORAX,2,2,1,1,2,4,1,4,2,4
CERACLEA TRANSVERSA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA TRANSVERSA,2,2,2,1,1,4,1,4,2,4
PYCNOPSYCHE,Genus,,FALSE,,,yes,,5,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,PYCNOPSYCHE,PYCNOPSYCHE,2,2,1,2,3,3,1,3,2.166666667,4
LIMNEPHILUS,Genus,,FALSE,,yes,yes,,5,4,4_middle,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,"SP,CB",IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,LIMNEPHILUS,LIMNEPHILUS,1,3,1,2,3,2,1,3,2,4
PLANARIIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,NE; MODNR,SP,NE; OK,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,,,,,,,,,,,,
DUGESIA,Genus,,FALSE,,,,,5,4,4_middle,"CG,PR",NRSA; NE,SP,NE; OK; MN; NRSA,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,DUGESIA,,,,,,,,,,4
DUGESIA TIGRINA,Species,,FALSE,,,,,5,4,4_middle,"CG,PR",NRSA; NE,SP,NE; NRSA,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,DUGESIA TIGRINA,,,,,,,,,,4
NAIDIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,IA; NE; OK; MN,BU,OK; MN,multi,NRSA,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,,,,,,,,,,10
DERO,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN; NRSA,multi,NRSA,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,DERO,DERO,,,,,,,,,,10
PARANAIS,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN,multi,NRSA,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,PARANAIS,PARANAIS,,,,,,,,,,10
PRISTINA,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN; NRSA,multi,NRSA,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,PRISTINA,PRISTINA,,,,,,,,,,10
OPHIDONAIS SERPENTINA,Species,,FALSE,,,,,5,4,4_middle,CG,NE; OK; MN,BU,NE; MN,multi,NRSA,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,OPHIDONAIS,OPHIDONAIS SERPENTINA,,,,,,,,,,10
STYLARIA LACUSTRIS,Species,,FALSE,,,,,5,4,4_middle,CG,NE; OK; NRSA,"BU,SW",,multi,NRSA,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,STYLARIA,STYLARIA LACUSTRIS,,,,,,,,,,10
NAIS,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; OK; MN; NRSA,BU,NE; OK; MN; NRSA,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,NAIS,,,,,,,,,,10
NAIS PSEUDOBTUSA,Species,,FALSE,,,,,5,4,4_middle,CG,NE; NRSA,BU,NRSA,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,NAIS PSEUDOBTUSA,,,,,,,,,,10
NAIS VARIABILIS,Species,,FALSE,,,,,5,4,4_middle,CG,NE; NRSA,BU,NRSA,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIS,NAIS VARIABILIS,,,,,,,,,,10
BRATISLAVIA,Genus,,FALSE,,yes,,,5,4,4_middle,CG,NE; OK; MN; NRSA,"BU,CN",OK; MN; NRSA; NE,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,BRATISLAVIA,BRATISLAVIA,,,,,,,,,,10
LIMNODRILUS,Genus,,FALSE,,yes,,,5,4,4_middle,CG,NE; OK; MN; NRSA,"BU,CN",NE; OK; MN; NRSA,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,LIMNODRILUS,LIMNODRILUS,,,,,,,,,,10
LIMNODRILUS HOFFMEISTERI,Species,,FALSE,,yes,,,5,4,4_middle,CG,NE; MODNR; OK; NRSA,"BU,CN",NE; NRSA,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,LIMNODRILUS,LIMNODRILUS HOFFMEISTERI,,,,,,,,,,10
AULODRILUS PLURISETA,Species,,FALSE,,,,,5,4,4_middle,CG,NE; NRSA,"BU,SP",MN; NRSA; NE,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,AULODRILUS,AULODRILUS PLURISETA,,,,,,,,,,10
