"","x_HBI_RFadj_std","nt_habit_climbcling_RFadj_std","nt_volt_semi_RFadj_std","pt_BCG_att1i234b_RFadj_std","nt_EPT_RFadj_std","index"
"KS_Clint_0388_Rep1",37.7855507521103,73.134025054987,100,68.4187338061393,49.5835017752712,65.7843622777016
"KS_Clint_0389_Rep1",40.7749352428311,45.966490476149,36.5118828740111,44.2695336079892,5.68189259837149,34.6409469598704
"KS_Clint_0390_Rep1",38.7987843276376,35.0994766446137,62.972661164883,25.5791206701186,34.949632049638,39.4799349713782
"KS_Clint_0378_Rep1",29.4975029483039,29.6659697288461,76.2030503103189,100,20.3157623240047,51.1364570622947
"KS_Clint_0392_Rep1",43.6356990009338,29.6659697288461,36.5118828740111,5.28667234529596,5.68189259837149,24.1564233094917
"KS_Clint_0393_Rep1",48.9822035138447,18.7989558973109,49.742272019447,60.0762828343301,5.68189259837149,36.6563213726608
"KS_Clint_0394_Rep1",53.866518238403,18.7989558973109,49.742272019447,0,0,24.4815492310322
"KS_Clint_0395_Rep1",38.3513859508869,100,76.2030503103189,37.683388100768,56.9004366380878,61.8276522000123
"KS_Clint_0396_Rep1",41.3099351713074,67.7005181392194,89.4334394557549,44.2695336079892,20.3157623240047,52.6058377396551
"KS_Clint_0397_Rep1",44.200988889487,51.3999973919166,100,35.0489298963779,12.9988274611881,48.7297487277939
"KS_Clint_0385_Rep1",41.4935481322163,67.7005181392194,100,33.9607841105909,42.2665669124546,57.0842834588962
"KS_Clint_0399_Rep1",23.7797618338064,56.8335043076842,49.742272019447,49.3502744280602,12.9988274611881,38.5409280100372
"KS_Clint_0391_Rep1",38.7302669242948,13.3654489815433,62.972661164883,10.0215769509174,12.9988274611881,27.6177562965653
"KS_Clint_0387_Rep1",34.0468506400092,29.6659697288461,76.2030503103189,33.4342619605375,0,34.6700265279423
"KS_Clint_0365_Rep1",31.4059647390894,29.6659697288461,49.742272019447,27.8982576230285,0,27.7424928220822
"KS_Clint_0366_Rep1",83.47970627591,13.3654489815433,36.5118828740111,100,5.68189259837149,47.8077861459672
"KS_Clint_0367_Rep1",51.214481227755,45.966490476149,76.2030503103189,21.6196185563099,0,39.0007281141065
"KS_Clint_0364_Rep1",59.4595877603391,35.0994766446137,10.0511045831392,81.8742999381426,0,37.2968937852469
"KS_Clint_0371_Rep1",54.4892637671153,13.3654489815433,49.742272019447,51.2430994453479,0,33.7680168426907
"KS_Clint_0368_Rep1",48.1237947360407,29.6659697288461,62.972661164883,41.3057681289889,0,36.4136387517517
"KS_Clint_0398_Rep1",54.4892637671153,73.134025054987,100,64.8687546564193,34.949632049638,65.4883351056319
"KS_Liz_3453_Rep1",54.5527958129095,51.9580185521659,31.7370354314233,71.4742509177385,54.8860844703544,52.9216370369183
"KS_Liz_3642_Rep1",78.6735491959244,19.0945386735287,33.2642633517781,55.346648583159,38.7207802779338,45.0199560164648
"KS_Liz_3228_Rep1",40.2057811233344,21.0861000750547,27.9557902136577,0,0,17.8495342824093
"KS_Clint_1971_Rep1",67.8451154796475,100,100,74.7968523033284,100,88.5283935565952
"KS_Clint_1976_Rep1",51.3554768990842,86.7875223498251,81.1097606313896,80.3975324088964,89.5032349998262,77.8307054578043
"KS_Clint_1975_Rep1",52.2918863498092,97.6545361813603,41.4185931950818,97.3865589619404,100,77.7503149376384
"KS_Clint_1970_Rep1",100,100,81.1097606313896,53.8423469168884,100,86.9904215096556
"KS_Clint_1972_Rep1",90.2545343788964,100,67.8793714859537,78.685675207786,100,87.3639162145272
"KS_Clint_1973_Rep1",94.21240954188,100,100,75.7412806897318,100,93.9907380463223
"KS_Clint_1974_Rep1",68.08219277456,100,94.3401497768256,64.7122777265953,100,85.4269240555962
"KS_Clint_1978_Rep1",69.7117554521521,37.8859601079166,41.4185931950818,54.6656150846435,23.6508212344766,45.4665490148541
"KS_Clint_1977_Rep1",41.2211481688506,86.7875223498251,1.72742575877396,47.1385916413836,74.8693652741929,50.3488106386052
"KS_Liz_3510_Rep1",46.1266610277735,0,29.0089291896344,46.1681120315554,0,24.2607404497927
"KS_Liz_3184_Rep1",55.4265480114677,45.3412749470413,68.5069329444188,62.4096275413633,50.7690891208763,56.4906945130335
"KS_Clint_0402_Rep1",39.2274703586701,10.3047545358914,67.5768365874947,9.71602614601394,25.306643593932,30.4263462444004
"KS_Clint_0403_Rep1",50.2798254881101,37.4722891147295,41.1160582966228,36.6883199998574,69.2082527708317,46.9529491340303
"KS_Clint_0410_Rep1",58.8619178979794,64.6398236935675,41.1160582966228,55.3397828132867,76.5251876336483,59.2965540670209
"KS_Clint_0411_Rep1",50.6822136057377,53.7728098620323,67.5768365874947,66.6658004827805,39.9405133195652,55.7276347715221
"KS_Clint_0400_Rep1",65.5131240159202,26.6052752831942,41.1160582966228,28.400040778537,47.2574481823818,41.7783893113312
"KS_Clint_0401_Rep1",58.0165921210023,21.1717683674266,27.8856691511869,60.5780659898386,32.6235784567486,40.0551348172406
"KS_Clint_0415_Rep1",71.1494054698478,32.0387821989618,80.8072257329306,55.8854373135033,61.891317908015,60.3544337246517
"KS_Clint_0416_Rep1",100,4.87124762012379,27.8856691511869,72.1291519739074,25.306643593932,46.03854246783
"KS_Clint_0413_Rep1",55.1223082517313,0,1.42489086031496,73.8278410582955,10.6727738682987,28.2095628077281
"KS_Clint_0418_Rep1",75.6972767782837,53.7728098620323,27.8856691511869,79.3485806951799,76.5251876336483,62.6459048240662
"KS_Clint_0419_Rep1",89.1215009474924,64.6398236935675,54.3464474420587,35.5507130518864,91.1590573592815,66.9635084988573
"KS_Clint_0420_Rep1",21.0859102417312,48.3393029462647,41.1160582966228,37.8788389039605,69.2082527708317,43.5256726318822
"KS_Clint_0417_Rep1",84.7980247390053,64.6398236935675,54.3464474420587,44.7713167634978,76.5251876336483,65.0161600543555
"KS_Clint_0422_Rep1",55.3724790320142,42.9057960304971,27.8856691511869,68.9205169616478,69.2082527708317,52.8585427892355
"KS_Clint_0423_Rep1",37.2726268848893,15.738261451659,27.8856691511869,100,47.2574481823818,45.6308011340234
"KS_Clint_0424_Rep1",17.4604388686444,42.9057960304971,67.5768365874947,41.8075512844974,69.2082527708317,47.7917751083931
"KS_Clint_0421_Rep1",49.081331966648,37.4722891147295,27.8856691511869,62.5032470122108,54.5743830451984,46.3033840579947
"KS_Clint_0426_Rep1",100,59.2063167777999,54.3464474420587,100,54.5743830451984,73.6254294530114
"KS_Clint_0414_Rep1",65.671211444027,48.3393029462647,54.3464474420587,68.9205169616478,54.5743830451984,58.3703723678393
"KS_Clint_0428_Rep1",30.1246937527475,4.87124762012379,1.42489086031496,39.126049184807,39.9405133195652,23.0974789475117
"KS_Clint_0429_Rep1",44.3961328541211,37.4722891147295,41.1160582966228,26.0809038256271,47.2574481823818,39.2645664546964
"KS_Clint_0430_Rep1",47.1043596102654,15.738261451659,14.6552800057509,68.9205169616478,47.2574481823818,38.735173242341
"KS_Clint_0431_Rep1",40.4972098859159,70.0733306093351,67.5768365874947,52.2356150105212,54.5743830451984,56.9914750276931
"KS_Clint_0432_Rep1",53.8536309682875,70.0733306093351,27.8856691511869,51.7448826008564,76.5251876336483,56.0165401926628
"KS_Clint_0433_Rep1",17.7047240592747,80.9403444408703,27.8856691511869,77.0594935268356,98.4759922220981,60.4132446800531
"KS_Clint_0407_Rep1",64.7494814937989,32.0387821989618,67.5768365874947,49.8520575835687,61.891317908015,55.2216951543678
"KS_Clint_0408_Rep1",88.2502083751874,80.9403444408703,54.3464474420587,57.0027298569181,91.1590573592815,74.3397574948632
"KS_Clint_0409_Rep1",46.6383717960369,37.4722891147295,67.5768365874947,66.6658004827805,54.5743830451984,54.585536205248
"KS_Clint_0405_Rep1",62.6971919378142,26.6052752831942,100,79.3485806951799,32.6235784567486,60.2549252745874
"KS_Clint_0425_Rep1",44.7329816346039,21.1717683674266,1.42489086031496,29.6619241208928,61.891317908015,31.7765765782507
"KS_Clint_0412_Rep1",75.0958821106696,0,14.6552800057509,53.752424279488,10.6727738682987,30.8352720528414
"KS_Clint_0404_Rep1",41.3292364753381,59.2063167777999,54.3464474420587,48.0643895171084,69.2082527708317,54.4309285966274
"KS_Liz_3458_Rep1",50.3189911840552,21.1717683674266,54.3464474420587,32.4222939318268,10.6727738682987,33.7864549587332
"KS_Clint_0427_Rep1",100,32.0387821989618,1.42489086031496,60.5780659898386,47.2574481823818,48.2598374462994
"KS_Clint_0406_Rep1",52.4392100972484,48.3393029462647,41.1160582966228,26.0809038256271,61.891317908015,45.9733586147556
"KS_Liz_3495_Rep1",48.4585006232378,51.1701600493796,32.94452894743,67.0959045655802,46.0803972607835,49.1498982892822
"KS_Clint_0521_Rep1",75.0205041775253,41.7406710308592,13.4671910604908,71.6986631029381,78.6614887157621,56.1177036175151
"KS_Clint_0524_Rep1",88.0417227806653,96.0757401885353,66.3887476422345,61.6069885264603,93.2953584413953,81.0817115158582
"KS_Clint_0525_Rep1",79.086921830475,79.7752194412325,79.6191367876705,70.5453288662699,85.9784235785787,79.0010061008453
"KS_Clint_0523_Rep1",74.5768548228057,52.6076848623945,66.3887476422345,58.3139157728497,49.3937492644956,60.256190472956
"KS_Clint_0527_Rep1",57.6520774877682,58.0411917781621,53.1583584967986,69.4280363228552,56.7106841273122,58.9980696425793
"KS_Clint_0520_Rep1",64.5285546208882,63.4746986939297,39.9279693513626,49.0933120612383,78.6614887157621,59.1372046886362
"KS_Clint_0526_Rep1",53.4727013007236,30.873657199324,39.9279693513626,49.0933120612383,20.1260098132291,38.6987299451755
"KS_Liz_3388_Rep1",100,68.9082056096973,66.3887476422345,65.2874816102083,78.6614887157621,75.8491847155804
"KS_Clint_0522_Rep1",98.2631637079539,47.1741779466269,26.6975802059267,56.7940360381038,49.3937492644956,55.6645414326214
"KS_Clint_0517_Rep1",84.8514045361573,89.43001787986,63.199782845213,64.750563184854,94.655576632393,79.3774690156955
"KS_Clint_0519_Rep1",60.5643294861916,89.43001787986,63.199782845213,64.1877291587585,94.655576632393,74.4074872004832
"KS_Clint_0518_Rep1",92.9523294501999,83.9965109640924,63.199782845213,89.5602869686522,87.3386417695763,83.4095103995468
"KS_Clint_0346_Rep1",86.5463990586131,100,98.5985710297699,94.6777332085519,79.838051841703,91.9321510277276
"KS_Clint_0350_Rep1",75.4783201909384,45.757300459892,58.907403593462,94.6777332085519,21.30257293917,59.2246660784029
"KS_Clint_0351_Rep1",99.848252080855,100,100,87.5270608826451,65.2041821160697,90.515899015914
"KS_Clint_0348_Rep1",63.702202551828,62.0578212071948,72.137792738898,100,21.30257293917,63.8400778874182
"KS_Clint_0345_Rep1",96.5175379209004,62.0578212071948,72.137792738898,88.8798907699655,35.9364426648033,71.1058970603524
"KS_Clint_0358_Rep1",76.7932713489196,94.6588627018005,98.5985710297699,60.6684382400503,35.9364426648033,73.3311171970687
"KS_Clint_0347_Rep1",81.1764416475987,40.3237935441243,72.137792738898,100,43.2533775276199,67.3782810916482
"KS_Clint_0360_Rep1",51.5531802430558,100,58.907403593462,76.801052468867,57.8872472532531,69.0297767117276
"KS_Clint_0361_Rep1",79.858956876893,100,98.5985710297699,100,79.838051841703,91.6591159496732
"KS_Clint_0362_Rep1",84.6448634484207,78.3583419544976,85.3681818843339,100,50.5703123904365,79.7883399355377
"KS_Clint_0363_Rep1",98.2509519390257,72.92483503873,100,100,65.2041821160697,87.2759938187651
"KS_Clint_0352_Rep1",100,62.0578212071948,58.907403593462,84.29772507103,28.6195078019866,66.7764915347347
"KS_Clint_0353_Rep1",53.2102013702106,72.92483503873,98.5985710297699,97.8324415081298,50.5703123904365,74.6272722674553
"KS_Clint_0354_Rep1",82.5494829885444,83.7918488702652,85.3681818843339,100,35.9364426648033,77.5291912815894
"KS_Clint_0355_Rep1",61.507799111616,89.2253557860328,58.907403593462,83.6766989129829,50.5703123904365,68.777513958906
"KS_Clint_0356_Rep1",47.8840466724201,40.3237935441243,58.907403593462,73.2257163809956,13.9856380763534,46.8653196534711
"KS_Clint_0356_Rep2",49.1612231598663,24.0232727968215,32.4466253025901,35.8576870934249,6.66870321353679,29.6315023132479
"KS_Clint_0349_Rep1",92.4700156945508,40.3237935441243,5.98584701171823,100,35.9364426648033,54.9432197830393
"KS_Clint_0359_Rep1",49.9483027393134,100,100,81.2702226725587,57.8872472532531,77.8211545330251
"KS_Clint_0357_Rep1",66.0820801873415,89.2253557860328,98.5985710297699,72.7381705064647,50.5703123904365,75.4428979800091
"KS_Clint_0363_Rep2",100,62.0578212071948,100,100,28.6195078019866,78.1354658018363
"KS_Liz_3429_Rep1",36.2702378568092,35.6587656231434,57.0891071119076,25.5999311843943,44.543840939592,39.8323765431693
"KS_Liz_3358_Rep1",100,60.0662598056687,43.0437259951128,52.6730229014302,66.4622071168167,64.4490431638057
"KS_Clint_0483_Rep1",66.5653755172443,33.2781651264484,22.4598865626436,13.8290992669563,58.386540951273,38.9038134849131
"KS_Clint_0496_Rep1",18.1225768036956,22.4111512949132,22.4598865626436,13.8290992669563,43.7526712256397,24.1150770307697
"KS_Clint_0497_Rep1",64.5019531994825,65.8792066210541,100,59.3333773434686,43.7526712256397,66.693441677929
"KS_Clint_0499_Rep1",0,60.4456997052865,35.6902757080795,13.8290992669563,29.1188015000065,27.8167752360658
"KS_Clint_0500_Rep1",49.5835203275003,38.711672042216,22.4598865626436,13.8290992669563,29.1188015000065,30.7405959398645
"KS_Clint_0501_Rep1",0,11.544137463378,0,13.8290992669563,14.4849317743733,7.97163370094151
"KS_Clint_0503_Rep1",71.1477808605803,27.8446582106808,0,100,21.8018666371899,44.1588611416902
"KS_Clint_0504_Rep1",26.8477003813843,22.4111512949132,22.4598865626436,13.8290992669563,21.8018666371899,21.4699408286174
"KS_Clint_0505_Rep1",26.7048903006773,49.5786858737512,0,57.9950162193754,65.7034758140896,39.9964136415787
"KS_Clint_0502_Rep1",4.67501016597725,6.11063054761035,48.9206648535155,71.5845291272345,7.16799691155664,27.6917663211788
"KS_Clint_0481_Rep1",77.1502656514493,33.2781651264484,0,46.4734726678762,65.7034758140896,44.5210758519727
"KS_Clint_0482_Rep1",60.3366598056555,22.4111512949132,48.9206648535155,46.4734726678762,21.8018666371899,39.98876305183
"KS_Clint_0509_Rep1",83.58986325399,49.5786858737512,9.22949741720761,13.8290992669563,43.7526712256397,39.995963407509
"KS_Clint_0510_Rep1",24.1819125500746,16.9776443791456,0,13.8290992669563,43.7526712256397,19.7482654843632
"KS_Clint_0511_Rep1",0,11.544137463378,9.22949741720761,38.8564522049086,7.16799691155664,13.3596167994102
"KS_Clint_0512_Rep1",25.0846451912912,60.4456997052865,9.22949741720761,33.0809092203824,58.386540951273,37.2454584970881
"KS_Clint_0513_Rep1",80.1042545513055,60.4456997052865,62.1510539989514,34.1215475992871,73.0204106769062,61.9685933063474
"KS_Clint_0514_Rep1",55.7952998545707,38.711672042216,9.22949741720761,13.8290992669563,43.7526712256397,32.2636479613181
"KS_Clint_0515_Rep1",0,71.3127135368217,88.6118322898233,47.198903184226,51.0696060884563,51.6386110198655
"KS_Clint_0516_Rep1",41.6609985819188,27.8446582106808,35.6902757080795,13.8290992669563,58.386540951273,35.4823145437817
"KS_Clint_0488_Rep1",58.12165400958,44.1451789579836,22.4598865626436,59.3333773434686,65.7034758140896,49.9527145375531
"KS_Clint_0489_Rep1",39.2137022548416,44.1451789579836,35.6902757080795,13.8290992669563,36.4357363628231,33.8627985101368
"KS_Clint_0506_Rep1",0,49.5786858737512,35.6902757080795,52.3327191738085,80.3373455397228,43.5878052590724
"KS_Clint_0507_Rep1",47.0529350149408,44.1451789579836,48.9206648535155,13.8290992669563,80.3373455397228,46.8570447266238
"KS_Clint_0492_Rep1",22.42058844928,55.0121927895188,35.6902757080795,57.9950162193754,36.4357363628231,41.5107619058154
"KS_Clint_0493_Rep1",78.3744024289029,44.1451789579836,22.4598865626436,13.8290992669563,43.7526712256397,40.5122476884252
"KS_Clint_0494_Rep1",55.3112894519869,22.4111512949132,9.22949741720761,13.8290992669563,58.386540951273,31.8335156764674
"KS_Clint_0495_Rep1",67.7478854661332,38.711672042216,35.6902757080795,13.8290992669563,36.4357363628231,38.4829337692416
"KS_Clint_0498_Rep1",59.4656894051378,55.0121927895188,48.9206648535155,33.0809092203824,65.7034758140896,52.4365864165288
"KS_Clint_0484_Rep1",44.4865133048409,11.544137463378,9.22949741720761,73.8947463240483,0,27.830978901895
"KS_Clint_0485_Rep1",59.6187146221426,60.4456997052865,9.22949741720761,34.685226719004,65.7034758140896,45.936522855546
"KS_Clint_0486_Rep1",51.5336796035565,44.1451789579836,9.22949741720761,13.8290992669563,58.386540951273,35.4247992393954
"KS_Clint_0487_Rep1",34.1786168320142,33.2781651264484,62.1510539989514,13.8290992669563,29.1188015000065,34.5111473448754
"KS_Clint_0508_Rep1",0,22.4111512949132,48.9206648535155,13.8290992669563,14.4849317743733,19.9291694379516
"KS_Clint_0490_Rep1",81.0298376852252,33.2781651264484,22.4598865626436,38.8564522049086,65.7034758140896,48.2655634786631
"KS_Clint_0491_Rep1",80.0279701525675,0.677123631842739,9.22949741720761,53.3459723328085,0,28.6561127068853
"KS_Liz_3643_Rep1",67.6700322470907,51.8785082342985,39.3568575532513,73.0852740262362,61.8786352209196,58.7738614563593
"KS_Clint_0469_Rep1",18.7469928357552,6.6411219394865,25.8133491980401,0,0,10.2402927946564
"KS_Clint_0470_Rep1",100,0,0,90.0715878978479,22.9101035285308,42.5963382852757
