"","x_HBI_RFadj_std","nt_habit_climbcling_RFadj_std","nt_volt_semi_RFadj_std","pt_BCG_att1i234b_RFadj_std","nt_EPT_RFadj_std","index"
"KS_Clint_1167_Rep1",0,61.3838852327423,35.916956375438,26.7739698231464,9.00235248166476,26.6154327825983
"KS_Clint_1190_Rep1",40.3820232423887,50.5168714012071,49.1473455208739,73.7002565864994,30.9531570701146,48.9399307642168
"KS_Clint_1191_Rep1",83.1296440348592,39.6498575696719,9.4561780845661,53.5889908275589,45.5870267957479,46.2823394624808
"KS_Clint_1192_Rep1",34.6297966409859,39.6498575696719,22.686567230002,26.7739698231464,45.5870267957479,33.8654436119108
"KS_Clint_1184_Rep1",80.1510212442464,34.2163506539043,0,26.7739698231464,100,48.2282683442594
"KS_Clint_1168_Rep1",45.9138613209637,55.9503783169747,0,26.7739698231464,30.9531570701146,31.9182733062399
"KS_Clint_1162_Rep1",40.8155420209329,17.9158299066014,35.916956375438,78.5547000437417,1.68541761884815,34.9776891931124
"KS_Clint_1170_Rep1",37.4968559115988,45.0833644854395,22.686567230002,49.5261088576484,45.5870267957479,40.0759846560873
"KS_Clint_1179_Rep1",0,34.2163506539043,22.686567230002,26.7739698231464,45.5870267957479,25.8527829005601
"KS_Clint_1161_Rep1",52.1439501658611,61.3838852327423,22.686567230002,26.7739698231464,60.2208965213811,44.6418537946266
"KS_Clint_1166_Rep1",59.8727851276479,39.6498575696719,9.4561780845661,26.7739698231464,67.5378313841977,40.658124397846
"KS_Clint_1173_Rep1",40.3236491790133,39.6498575696719,49.1473455208739,48.85692830311,52.9039616585645,46.1763484462467
"KS_Clint_1186_Rep1",88.972808552063,66.8173921485099,35.916956375438,52.664334933444,45.5870267957479,57.9917037610406
"KS_Clint_1165_Rep1",48.0430294757919,66.8173921485099,9.4561780845661,41.4959421431221,89.4886359726476,51.0602355649275
"KS_Clint_1178_Rep1",48.5443304860486,61.3838852327423,22.686567230002,47.630097275194,52.9039616585645,46.6297683765103
"KS_Clint_1188_Rep1",11.0082170480362,34.2163506539043,35.916956375438,47.630097275194,45.5870267957479,34.8717296296641
"KS_Clint_1163_Rep1",45.5314607318946,50.5168714012071,0,26.7739698231464,60.2208965213811,36.6086396955258
"KS_Clint_1169_Rep1",62.3761963269055,23.349336822369,22.686567230002,59.4183432240662,23.636222207298,38.2933331621282
"KS_Clint_1164_Rep1",46.7249352340153,72.2508990642775,22.686567230002,26.7739698231464,82.1717011098309,50.1216144922544
"KS_Clint_1189_Rep1",28.1669647202808,50.5168714012071,9.4561780845661,47.630097275194,82.1717011098309,43.5883625182158
"KS_Clint_1831_Rep1",45.9540437401426,65.2679112191877,43.5491268604684,100,62.1882112507107,63.3918586141019
"KS_Clint_0054_Rep1",63.8817766310199,83.8249673886089,56.7795160059044,50.5465007130893,69.7002643765357,64.9466050230316
"KS_Clint_0055_Rep1",67.6900448800607,45.7904189782356,43.5491268604684,20.5136771845433,55.0663946509025,46.5219325108421
"KS_Clint_0053_Rep1",46.9216022236064,78.3914604728412,83.2402942967763,20.5136771845433,69.7002643765357,59.7534597108606
"KS_Liz_3134_Rep1",68.2898811765901,66.7619703779691,59.3766413951535,52.4293302146958,60.1901305524103,61.4095907433638
"KS_Clint_1830_Rep1",0,32.9108600589425,54.3032281708503,54.8705609529715,28.3543908621239,34.0878080089776
"KS_Clint_0133_Rep1",71.6986925029212,68.2139845427593,100,10.0658722011148,68.944111422284,63.7845321338159
"KS_Clint_0134_Rep1",71.1219459713673,95.3815191215974,99.3972455211827,66.8352337508073,76.2610462851006,81.7993981300111
"KS_Clint_0135_Rep1",38.480582569624,8.44540846931562,46.4756889394389,54.3215572780771,39.6763719710176,37.4799218454946
"KS_Clint_0148_Rep1",27.1721119237478,51.9134637954565,59.7060780848749,28.3785694727872,54.3102416966508,44.2960929947034
"KS_Clint_0136_Rep1",66.6472966632739,73.647491458527,59.7060780848749,22.3989132234174,98.2118508735505,64.1223260607287
"KS_Clint_0146_Rep1",81.6659408018403,79.0809983742946,72.9364672303108,63.2598976178868,68.944111422284,73.1774830893233
"KS_Clint_0147_Rep1",45.1508982495691,79.0809983742946,59.7060780848749,44.4423390172452,76.2610462851006,60.9282720022169
"KS_Clint_0143_Rep1",55.3485994353201,68.2139845427593,86.1668563757468,26.675062755603,76.2610462851006,62.533109878906
"KS_Clint_0144_Rep1",72.4739471127967,79.0809983742946,72.9364672303108,31.9757064398153,76.2610462851006,66.5456330884636
"KS_Clint_0132_Rep1",44.2119964405191,73.647491458527,33.245299794003,35.9190918818615,68.944111422284,51.1935981994389
"KS_Clint_0158_Rep1",33.4173540109597,41.0464499639213,33.245299794003,13.8361334094061,32.3594371082009,30.7809348572982
"KS_Clint_0159_Rep1",30.4970524051552,79.0809983742946,59.7060780848749,12.0456232617732,61.6271765594674,48.591385737113
"KS_Clint_0160_Rep1",37.1927773762247,57.3469707112241,59.7060780848749,11.0049848828685,46.9933068338342,42.4488235778053
"KS_Clint_0161_Rep1",28.4212433970085,57.3469707112241,46.4756889394389,13.2051917344741,25.0425022453843,34.098319405506
"KS_Clint_0162_Rep1",57.1268683817777,95.3815191215974,86.1668563757468,68.3675206456093,90.8949160107339,79.587536107093
"KS_Clint_0150_Rep1",28.2844337800827,41.0464499639213,72.9364672303108,28.3785694727872,25.0425022453843,39.1376845384972
"KS_Clint_0151_Rep1",34.9798145846162,19.3124223008508,46.4756889394389,18.5681959338549,25.0425022453843,28.8757248008291
"KS_Clint_0137_Rep1",63.0086291246681,95.3815191215974,72.9364672303108,49.5086047897206,83.5779811479173,72.8826402828428
"KS_Clint_0138_Rep1",89.7954791746648,46.4799568796889,100,49.5086047897206,46.9933068338342,66.5554695355817
"KS_Clint_0139_Rep1",70.7836379019794,73.647491458527,46.4756889394389,27.5065362736646,76.2610462851006,58.9348801717421
"KS_Clint_0140_Rep1",48.7511557770975,46.4799568796889,72.9364672303108,0,10.4086325197511,35.7152424813697
"KS_Clint_0141_Rep1",46.0610765121307,51.9134637954565,46.4756889394389,9.6298556015535,25.0425022453843,35.8245174187928
"KS_Clint_0142_Rep1",57.2138943092736,79.0809983742946,100,45.3832169457757,68.944111422284,70.1244442103256
"KS_Clint_0131_Rep1",49.2455022301163,46.4799568796889,72.9364672303108,44.1360066649292,39.6763719710176,50.4948609952125
"KS_Clint_0145_Rep1",77.9544600461254,46.4799568796889,72.9364672303108,52.6305199189266,46.9933068338342,59.3989421817772
"KS_Clint_0155_Rep1",61.5096318345847,89.9480122058298,99.3972455211827,23.0373661075139,54.3102416966508,65.6404994731524
"KS_Clint_0152_Rep1",73.6129014190079,51.9134637954565,86.1668563757468,100,54.3102416966508,73.2006926573724
"KS_Clint_0149_Rep1",48.0534266168133,95.3815191215974,100,83.9592120455564,61.6271765594674,77.8042668686869
"KS_Clint_0154_Rep1",48.1907307167191,79.0809983742946,100,35.9190918818615,68.944111422284,66.4269864790318
"KS_Clint_0156_Rep1",80.1701112114372,100,86.1668563757468,77.0736962900545,90.8949160107339,86.8611159775945
"KS_Clint_0153_Rep1",68.4588615568015,89.9480122058298,99.3972455211827,39.6778933230231,98.2118508735505,79.1387726960775
"KS_Clint_0157_Rep2",56.7682005825379,62.7804776269917,59.7060780848749,55.6527994592221,98.2118508735505,66.6238813254354
"KS_Clint_0157_Rep1",64.3043867303346,68.2139845427593,100,42.9454877608261,68.944111422284,68.8815940912408
"KS_Liz_3186_Rep1",53.564919942774,55.7290534686059,41.0653418048986,35.9684399330999,64.6900454930425,50.2035601284842
"KS_Clint_1428_Rep1",74.8754853400385,10.4172281290478,9.27227567544455,34.5324527201703,35.4115745373105,32.9018032804023
"KS_Clint_1425_Rep1",51.060542388668,10.4172281290478,62.1938322571883,62.2550590519025,42.7285094001272,45.7310342453868
"KS_Clint_1444_Rep1",24.414665458983,21.284241960583,48.9634431117524,28.7196481691645,42.7285094001272,33.222101620122
"KS_Clint_1424_Rep1",54.2862521362315,64.7522972867239,62.1938322571883,42.0406586023068,71.9962488513936,59.0538578267688
"KS_Clint_1426_Rep1",57.3264835858458,15.8507350448154,9.27227567544455,30.389994301922,35.4115745373105,29.6502126290677
"KS_Clint_1453_Rep2",48.9019430946289,21.284241960583,22.5026648208805,34.5324527201703,35.4115745373105,32.5265754267146
"KS_Clint_1451_Rep1",38.8075888516999,43.0182696236534,48.9634431117524,20.8218158883301,42.7285094001272,38.8679253751126
"KS_Clint_1455_Rep1",16.2115899796996,59.3187903709563,22.5026648208805,4.49962919162428,64.679313988577,33.4423976703475
"KS_Clint_1441_Rep1",60.2758633892182,10.4172281290478,9.27227567544455,4.49962919162428,20.7777048116773,21.0485402394024
"KS_Clint_1445_Rep1",36.041109630092,43.0182696236534,48.9634431117524,37.1440025925442,79.3131837142102,48.8960017344505
"KS_Clint_1442_Rep1",29.1727984748315,53.8852834551887,9.27227567544455,24.7920775239551,93.9470534398435,42.2138977138527
"KS_Clint_1421_Rep1",53.8334570686492,53.8852834551887,22.5026648208805,4.49962919162428,79.3131837142102,42.8068436501106
"KS_Clint_1456_Rep1",29.1937632312198,81.0528180340267,22.5026648208805,32.832481579595,50.0454442629438,43.1254343857331
"KS_Clint_1423_Rep1",71.1977485177026,37.5847627078858,48.9634431117524,52.9396671391966,42.7285094001272,50.6828261753329
"KS_Clint_1450_Rep1",35.9212855434163,64.7522972867239,75.4242214026243,38.6278377433773,86.6301185770268,60.2711521106337
"KS_Clint_1422_Rep1",54.94326457191,64.7522972867239,35.7330539663164,62.2550590519025,42.7285094001272,52.082436855396
"KS_Clint_1452_Rep1",60.0505855362933,43.0182696236534,22.5026648208805,31.3146501960368,64.679313988577,44.3130968330882
"KS_Clint_1427_Rep1",40.8213228665851,75.6193111182591,48.9634431117524,21.9605731009505,57.3623791257604,48.9454058646615
"KS_Clint_1439_Rep1",6.82285052733853,53.8852834551887,35.7330539663164,35.1453674855993,42.7285094001272,34.863012966914
"KS_Clint_1440_Rep1",28.8706209400137,70.1858042024915,62.1938322571883,36.4494414565141,57.3623791257604,51.0124155963936
"KS_Clint_1454_Rep1",36.5283402690358,70.1858042024915,62.1938322571883,4.49962919162428,64.679313988577,47.6173839817834
"KS_Clint_1429_Rep1",53.0528924933506,43.0182696236534,35.7330539663164,23.7514391450503,71.9962488513936,45.5103808159529
"KS_Clint_1449_Rep1",55.3881881405497,48.4517765394211,75.4242214026243,20.8218158883301,50.0454442629438,50.0262892467738
"KS_Clint_1446_Rep1",9.47902255076532,59.3187903709563,48.9634431117524,20.4745353203151,71.9962488513936,42.0464080410365
"KS_Clint_1420_Rep1",55.1950433620681,48.4517765394211,48.9634431117524,72.7560463026386,42.7285094001272,53.6189637432015
"KS_Clint_1419_Rep1",59.1893310026714,37.5847627078858,62.1938322571883,28.7196481691645,50.0454442629438,47.5466036799708
"KS_Clint_1438_Rep1",80.3853449664181,15.8507350448154,35.7330539663164,29.5269821295765,28.0946396744939,37.9181511563241
"KS_Clint_1448_Rep1",18.0915371171292,43.0182696236534,48.9634431117524,43.0032490984764,50.0454442629438,40.624388642791
"KS_Clint_1436_Rep1",76.6313261385553,53.8852834551887,48.9634431117524,23.7514391450503,71.9962488513936,55.0455481403881
"KS_Clint_1431_Rep1",60.1166794146182,48.4517765394211,48.9634431117524,48.6655461440434,42.7285094001272,49.7851909219924
"KS_Clint_1443_Rep1",0,53.8852834551887,62.1938322571883,4.49962919162428,57.3623791257604,35.5882248059523
"KS_Clint_1453_Rep1",38.1219859776501,15.8507350448154,22.5026648208805,4.49962919162428,28.0946396744939,21.8139309418928
"KS_Clint_1430_Rep1",65.5609640336129,70.1858042024915,75.4242214026243,21.5637334712549,50.0454442629438,56.5560334745855
"KS_Clint_1435_Rep1",80.443862280567,48.4517765394211,0,43.0032490984764,57.3623791257604,45.852253408845
"KS_Clint_1447_Rep1",73.2819957599521,53.8852834551887,22.5026648208805,4.49962919162428,28.0946396744939,36.4528425804279
"KS_Clint_1433_Rep1",74.4861933289172,53.8852834551887,35.7330539663164,23.2701438969655,64.679313988577,50.410797727193
"KS_Clint_1434_Rep1",59.1716806156096,75.6193111182591,22.5026648208805,21.1845311502591,71.9962488513936,50.0948873112804
"KS_Clint_1432_Rep1",65.5840309409688,53.8852834551887,22.5026648208805,52.424347585205,86.6301185770268,56.205289075854
"KS_Clint_1437_Rep1",55.7155660733594,53.8852834551887,62.1938322571883,40.2529905358465,50.0454442629438,52.4186233169053
"KS_Liz_3316_Rep1",50.3643905258021,39.2606373576057,16.0524090995089,76.8377111791852,46.0689340628317,45.7168164449867
"KS_Liz_3386_Rep1",0,37.9768807903071,43.7220039453021,20.3242669366766,14.4446537900808,23.2935610924733
"KS_Liz_3295_Rep1",39.6281898766252,58.8623757900317,24.7588871831488,29.5878187773153,79.6949186587675,46.5064380571777
"KS_Liz_3359_Rep1",46.7400579433344,58.0035194635461,43.3127439077367,59.2022941967996,66.1517251808045,54.6820681384443
"KS_Liz_3344_Rep1",79.1126686319343,75.5801898684656,100,53.8553141680503,44.7487151157508,70.6593775568402
"KS_Liz_3397_Rep1",49.3547549192491,92.0877272292592,84.3629243166931,54.1090317513215,37.4317802529342,63.4692436938914
"KS_Clint_2104_Rep1",41.901008569253,20.5757126587669,53.2121620793233,51.5949083488152,18.8704237907698,37.2308430893857
"KS_Liz_3378_Rep1",51.8560247596518,35.7708769825054,63.5852281823167,28.7411074963362,50.7132365180902,46.1332947877801
"KS_Liz_3435_Rep1",0,0,0,0.457553754533055,0,0.0915107509066111
"KS_Liz_3290_Rep1",71.3621328714682,62.6573181369011,39.4631416793863,62.6404018576117,67.0460985188695,60.6338186128473
"KS_Liz_3289_Rep1",58.9257165760726,19.1892628107602,65.9239199702582,100,23.1444893419697,53.4366777398121
"KS_Liz_3288_Rep1",100,46.3567973895982,65.9239199702582,84.9319712504967,74.3630333816861,74.3151443984079
"KS_Clint_1023_Rep1",55.3106786545574,70.3165706022642,38.3372355631097,74.5722853003834,98.4567242936261,67.3986988827882
"KS_Clint_1018_Rep1",100,15.9815014445881,51.5676247085457,63.0801334016633,25.2873756654599,51.1833270440514
"KS_Clint_1016_Rep1",64.6296960067372,43.1490360234262,51.5676247085457,32.689776294363,61.872049979543,50.781636602523
"KS_Clint_1022_Rep1",44.1023018939635,75.7500775180318,64.7980138539816,49.3746782529978,100,66.8050143037949
"KS_Clint_1019_Rep1",78.9957554918841,54.0160498549614,38.3372355631097,57.7171292323152,98.4567242936261,65.5045788871793
"KS_Clint_1017_Rep1",40.0574951643752,43.1490360234262,38.3372355631097,33.827383242334,61.872049979543,43.4486399945576
"KS_Clint_1020_Rep1",100,5.1144876130529,51.5676247085457,82.7444821477428,39.9212453910932,55.8695679720869
"KS_Clint_1021_Rep1",60.4610286412333,32.282022191891,38.3372355631097,84.0973120350632,61.872049979543,55.4099296821681
"KS_Liz_3531_Rep2",63.5380321103305,91.4574145531876,40.9370070301879,48.691555726546,62.6852053406307,61.4618429521766
"KS_Liz_3531_Rep1",77.3284437757028,69.7233868901172,40.9370070301879,56.3108767113041,55.3682704778141,59.9335969770252
"KS_Liz_3327_Rep1",34.3821483866002,14.1203442090407,51.3665227935351,34.529838806833,6.48675543328143,28.1771219258581
"KS_Liz_3475_Rep1",8.99512513010645,49.6842770248144,21.4138037942111,51.9623493506701,50.356901790271,36.4824914180146
"KS_Liz_3573_Rep1",56.6799337221919,74.0361683199016,79.1080027536852,63.6416240306972,55.8465541200136,65.8624565892979
"KS_Clint_0684_Rep1",24.1830880505709,8.2394785572081,0,10.4705395386039,21.6952484434745,12.9176709179715
"KS_Clint_0683_Rep1",22.8731750576192,0,0,0,21.6952484434745,8.91368470021875
"KS_Clint_0682_Rep1",10.836136904173,0,0,0,7.06137871784127,3.57950312440286
"KS_Liz_3630_Rep1",34.8110939977205,55.6046261602348,41.8675444000836,42.5838281938357,29.5192468922844,40.8772679288318
"KS_Liz_3431_Rep1",38.1838853980078,56.9834690985594,41.4371157398854,70.2276397674377,19.0609079950318,45.1786035997844
"KS_Clint_2094_Rep1",50.6428258720697,39.8988933033113,40.697095973684,30.1018375570582,41.3951199702932,40.5471545352833
"KS_Clint_2095_Rep1",65.5074905862123,50.7659071348465,93.6186525554278,53.5649809387347,70.6628594215597,66.8239781273562
"KS_Clint_1755_Rep1",100,72.0670654136274,68.5805821106618,46.3669037695325,93.6277911819959,76.1284684951635
"KS_Clint_1754_Rep1",58.7459279591173,55.7665446663246,42.1198038197899,57.5493380611178,57.0431168679128,54.2449462748525
"KS_Liz_3241_Rep1",85.704707957569,0,51.455607413781,42.5091204225241,0,35.9338871587748
"KS_Clint_1829_Rep1",77.0950744937152,32.8440279238786,29.6303164664983,59.4093522302231,29.5590022383723,45.7075546705375
"KS_Liz_3231_Rep1",58.6304327939306,12.5323112544589,0,18.624308407004,47.5779299293732,27.4729964769533
"KS_Clint_1751_Rep1",41.5305601016493,100,61.471011996876,74.6439197456347,100,75.529098368832
"KS_Clint_1828_Rep1",19.1432186304492,86.7232258513218,95.9247093834772,96.2032907919306,88.4825225864633,77.2953934487284
"KS_Liz_3274_Rep1",69.0008934352481,5.5692721419028,1.77285009483994,29.202238434559,25.4017637471487,26.1894035707397
"KS_Liz_3626_Rep1",10.8117452023812,91.801200297901,59.0520558481188,27.3256069117057,47.7598777096286,47.3500971939471
"KS_Liz_3626_Rep2",15.6165065159217,80.9341864663658,59.0520558481188,42.3420186759787,47.7598777096286,49.1409290432027
"KS_Liz_3149_Rep1",29.7833803628796,23.4433364920119,62.9876556059145,0,0,23.2428744921612
"KS_Liz_3416_Rep1",0,31.2107157449989,20.9000236823967,11.242513572157,22.2881640651914,17.1282834129488
"KS_Liz_3441_Rep1",59.7454199295276,48.3642970780772,42.5140694163239,40.7575488731824,39.8631977078482,46.2489066009919
"KS_Clint_0050_Rep1",51.6689186254105,86.5620318128207,69.9600706855592,47.479111595992,77.2295645631089,66.5799394565782
"KS_Clint_0051_Rep1",60.2003600917642,75.6950179812855,56.7296815401232,46.7536810796422,40.6448902490258,56.0047261883682
"KS_Clint_0052_Rep1",55.1284057717884,53.9609903182151,3.80812495837945,74.9866526682065,55.278759974659,48.6325867382497
"KS_Liz_3004_Rep1",81.577186659577,43.3209159588617,66.3649329417728,62.9280707990954,70.6513962236079,64.968500516583
"KS_Clint_1827_Rep1",52.6665858867457,54.1879297903969,39.9041546509008,83.2205191314263,56.0175264979747,57.1993431914889
"KS_Liz_3006_Rep1",55.2133118121058,27.0203952115589,53.1345437963368,69.2694609052951,41.3836567723415,49.2042736995276
"KS_Liz_3004_Rep2",74.3458855659894,81.355464369235,100,54.2929864068319,85.2852659492412,79.0559204582595
"KS_Liz_3003_Rep1",52.4293729765425,65.0549436219321,66.3649329417728,37.0651464619178,70.6513962236079,58.3131584451546
"KS_Liz_3007_Rep1",74.0143204256085,100,100,46.9602426110405,70.6513962236079,78.3251918520514
"KS_Liz_3006_Rep2",55.5924821361211,21.5868882957912,39.9041546509008,53.6273653200135,41.3836567723415,42.4189094350336
"KS_Liz_3005_Rep1",100,54.1879297903969,39.9041546509008,60.8467940487942,48.7005916351581,60.72789402505
"KS_Clint_0067_Rep1",78.7682996976879,29.2463218780517,49.8071009262597,55.2428950025675,54.8758407615465,53.5880916532227
"KS_Clint_0066_Rep1",60.9158279607687,45.5468426253545,89.4982683625675,37.7237479467518,62.1927756243632,59.1754925039611
"KS_Clint_0065_Rep1",45.4381975177324,18.3793080465164,49.8071009262597,83.683068791941,40.2419710359133,47.5099292636726
"KS_Liz_3588_Rep1",67.3378827567808,0,0,44.4552428745282,10.9742315846468,24.5534714431912
"KS_Clint_2150_Rep1",36.9918453861997,8.00583775983006,3.77637202443044,21.565419251868,27.2049003951754,19.5088749635007
"KS_Clint_2149_Rep1",9.84904508504816,8.00583775983006,3.77637202443044,49.3735891879315,12.5710306695422,16.7151749453565
"KS_Clint_2153_Rep1",43.4992349072593,56.9074000017386,3.77637202443044,21.565419251868,56.4726398464419,36.4442132063476
"KS_Clint_2148_Rep1",0,8.00583775983006,30.2371503153023,21.565419251868,0,11.9616814654001
"KS_Clint_2152_Rep1",0,2.57233084406245,3.77637202443044,21.565419251868,0,5.58282442407217
"KS_Clint_2147_Rep1",0,18.8728515913653,0,21.565419251868,27.2049003951754,13.5286342476817
"KS_Clint_2151_Rep1",0,24.3063585071329,3.77637202443044,21.565419251868,27.2049003951754,15.3706100357213
"KS_Clint_2088_Rep1",41.400326015686,81.1910102265844,72.140438816727,77.5461216024247,100,74.4555793322844
"KS_Clint_2080_Rep1",98.2876431761659,100,100,38.2708598613646,100,87.3117006075061
"KS_Clint_2084_Rep1",59.9623076650385,100,85.370827962163,52.2730583322857,100,79.5212387918974
"KS_Clint_2082_Rep1",100,86.624517142352,85.370827962163,100,88.9949519246892,92.1980594058408
"KS_Clint_2087_Rep1",77.20419628557,100,85.370827962163,92.9444109290231,100,91.1038870353512
"KS_Clint_2085_Rep1",59.1806947493545,70.3239963950492,58.9100496712911,63.0375112003473,100,70.2904504032084
"KS_Clint_2086_Rep1",69.0606919310176,43.1564618162111,19.2188822349832,83.8936386674114,74.361082199056,57.9381513697359
"KS_Clint_2083_Rep1",70.7062809170938,100,100,72.0216892046413,100,88.545594024347
"KS_Clint_2081_Rep1",31.1245847260137,97.4915309738873,72.140438816727,35.229341271792,81.6780170618726,63.5327825700585
"KS_Liz_3470_Rep1",43.2817584254545,0,0,25.1172794836855,23.1425381593396,18.3083152136959
"KS_Clint_1750_Rep1",53.9265323635595,81.3299268867308,46.9559520654182,56.6527425168562,73.2079332646761,62.4146174194482
"KS_Liz_3524_Rep1",64.1204430145683,23.5674015665886,26.4695764996537,49.4236745243776,20.2645437799651,36.7691278770306
"KS_Liz_3595_Rep1",70.7707864538147,17.8767086568079,0,60.5976221266024,38.0673779946842,37.4624990463818
"KS_Liz_3049_Rep1",100,76.0351555142126,92.4323276620537,65.5546828309734,41.0651262079802,75.017458443044
"KS_Liz_3050_Rep1",45.4125788970228,54.3011278511421,52.7411602257458,57.8718675093683,70.3328656592466,56.1319200285051
"KS_Liz_3047_Rep1",86.9919459846393,70.601648598445,100,68.0574181225162,33.7481913451635,71.8798408101528
"KS_Liz_3046_Rep1",100,100,92.4323276620537,91.6487754344965,84.9667353848799,93.809567696286
"KS_Liz_3048_Rep1",71.7992246914215,27.1335932723041,39.5107710803099,46.0739324310349,33.7481913451635,43.6531425640468
"KS_Liz_3425_Rep1",0,0,8.6111972311442,55.127857244246,0,12.747810895078
"KS_Liz_3627_Rep1",31.6046130197344,0,0,8.50341024061442,5.57774822549079,9.13715429716792
"KS_Liz_3627_Rep2",40.0627073549986,0,2.66590136215686,10.9631009427857,0,10.7383419319882
"KS_Liz_3016_Rep2",67.7985387616518,62.0208733601675,39.1557556382407,45.4649234034112,14.4870920122851,45.7854366351512
"KS_Liz_3017_Rep1",100,29.4198318655618,65.6165339291126,59.0667456544202,21.8040268751017,55.1814276648393
"KS_Liz_3018_Rep1",30.2072880211762,18.5528180340266,92.0773122199845,34.0393927164679,0,34.9753621983311
"KS_Liz_3016_Rep1",100,45.7203526128647,25.9253664928047,77.6681566200922,14.4870920122851,52.7601935476094
"KS_Clint_2089_Rep1",92.2967586503613,75.0504229441783,66.5567735843816,45.2135163168806,64.6771189081182,68.758918080784
"KS_Clint_1146_Rep1",39.7879611516619,89.9331606202602,50.546238666518,70.1433564536794,70.2855494804671,64.1392532745173
"KS_Clint_1145_Rep1",87.2754326512496,51.8986122098869,37.3158495210821,54.501260838365,70.2855494804671,60.2553409402101
"KS_Clint_1140_Rep1",64.3219858338509,41.0315983783516,10.8550712302102,29.4739079004127,48.3347448920173,38.8034616469686
"KS_Clint_1137_Rep1",69.4586237470911,35.598091462584,50.546238666518,80.264712379552,41.0178100292006,55.3770952569892
"KS_Clint_1144_Rep1",41.6697757914178,57.3321191256545,37.3158495210821,38.8591652530833,70.2855494804671,49.092491834341
"KS_Clint_1142_Rep1",76.9529112659298,84.4996537044925,77.0070169573899,33.6451333938255,77.6024843432837,69.9414399329843
"KS_Clint_1141_Rep1",59.9603568274891,51.8986122098869,37.3158495210821,49.6883083500085,84.9194192061003,56.7565092229134
"KS_Clint_1138_Rep1",2.1375519444111,2.99704996797837,0,0,0,1.02692038247789
"KS_Clint_1139_Rep1",50.6415258038809,30.1645845468164,10.8550712302102,34.8369120997936,55.6516797548339,36.429954687107
"KS_Clint_1143_Rep1",11.2679881435838,2.99704996797837,10.8550712302102,57.22162529157,26.3839403035674,21.745134987382
"KS_Clint_1785_Rep1",31.7376633412508,37.1547911939514,0,53.8237631688393,22.1708492095576,28.9774133827198
"KS_Liz_3543_Rep1",29.6032293003722,49.6944195710571,33.5094665639402,32.2386836927179,25.4856646002423,34.1062927456659
"KS_Clint_1485_Rep1",47.9608788275705,70.7690006114505,60.7825907483418,100,69.7877540119668,69.8600448398659
"KS_Clint_1484_Rep1",89.7190372396817,0.133410706471573,0,100,33.2030796978837,44.6111055288074
"KS_Liz_3610_Rep1",23.3218831881192,100,100,22.0962961822845,83.5004216383715,65.783720201755
"KS_Liz_3126_Rep1",36.9396993243814,33.3609355484653,56.3265956841589,24.2840018635881,24.9649427358385,35.1752350312865
"KS_Liz_3363_Rep1",41.5842762209884,63.2651464438783,56.0487575121049,20.7456305263142,22.9093718350446,40.9106365076661
"KS_Clint_0058_Rep1",76.8001202026811,25.8036518962213,0,90.3252317027353,56.1063401501905,49.8070687903656
"KS_Clint_0059_Rep1",83.6581085271482,58.404693390827,74.2930231306895,49.3970417778744,63.4232750130072,65.8352283679092
"KS_Clint_0056_Rep1",62.2488950185281,74.7052141381298,8.14107740350974,46.8057714119158,85.374079601457,55.4550075147081
"KS_Clint_0057_Rep1",28.1365778593753,47.5376795592917,34.6018556943816,38.213021099993,34.1555355617407,36.5289339549565
"KS_Clint_0062_Rep1",67.1028502659277,91.0057348854326,74.2930231306895,40.5259070059973,70.7402098758238,68.7335450327742
"KS_Clint_0063_Rep1",68.7537130913369,80.1387210538974,47.8322448398176,43.249972629292,92.6910144642736,66.5331332157235
"KS_Clint_0060_Rep1",57.0070334291831,58.404693390827,74.2930231306895,30.1726170443531,34.1555355617407,50.8065805113587
"KS_Clint_0061_Rep1",26.2229396671337,100,47.8322448398176,73.779793241802,70.7402098758238,63.7150375249154
"KS_Clint_0064_Rep1",30.9626725370993,69.2717072223622,0,46.5055632553671,63.4232750130072,42.0326436055671
"KS_Clint_1784_Rep1",45.3261882841651,15.420763530881,13.1664202139179,35.053248463498,22.1708492095576,26.2274939404039
"KS_Clint_1783_Rep1",13.0712983495588,52.9856758268348,4.76512310656602,37.1697111067286,40.6804993320248,29.7344615443426
"KS_Liz_3152_Rep1",19.3227495757438,47.6257023713272,68.3089181202088,8.72156112365395,0,28.7957862381868
"KS_Liz_3116_Rep1",73.5476686992997,56.7125182203597,50.9061052512739,53.2747216034006,17.6556035482605,50.4193234645189
"KS_Clint_2029_Rep1",95.8497727143856,81.1946325645283,100,95.411522327551,91.5231968176211,92.7958248848172
"KS_Clint_2031_Rep1",91.6728720192266,59.4606049014578,54.4417062439059,83.8857676786514,76.8893270919878,73.2700555870459
"KS_Clint_2032_Rep1",79.6032725205284,10.5590426595494,27.980927953034,44.9712859744706,11.0369133266383,34.8302884868441
"KS_Clint_2030_Rep1",77.462318029392,75.7611256487607,67.6720953893418,58.2896112629596,62.2554573663546,68.2881215393617
"KS_Clint_2028_Rep1",64.6489266682535,37.7265772383874,67.6720953893418,58.2896112629596,40.3046527779047,53.7283726673694
"KS_Liz_3190_Rep2",37.7378393672339,57.7305762994774,32.3460743450848,65.4577027607517,82.0350834831781,55.0614552511452
"KS_Liz_3190_Rep1",42.1965960447727,79.4646039625479,45.5764634905208,23.7454478566564,82.0350834831781,54.6036389675352
